branch	parent	child	child_is_tip	branch_length	site	nt_distance	is_multi_hit
1	13	Vicugna_pacos	1	20.917	5	0	0
2	13	14	0	16.5653	5	0	0
3	14	Camelus_dromedarius	1	4.3517	5	0	0
4	14	Camelus_bactrianus	1	4.3517	5	0	0
5	INTERNAL	37	0	2.15735	5	0	0
6	37	Hippopotamus_amphibius	1	61.8426	5	1	0
7	37	25	0	50.919	5	0	0
8	25	Phacochoerus_africanus	1	10.9237	5	0	0
9	25	Sus_scrofa	1	10.9237	5	0	0
0	INTERNAL	13	0	43.083	6	0	0
1	13	Vicugna_pacos	1	20.917	6	0	0
2	13	14	0	16.5653	6	0	0
3	14	Camelus_dromedarius	1	4.3517	6	0	0
4	14	Camelus_bactrianus	1	4.3517	6	0	0
5	INTERNAL	37	0	2.15735	6	0	0
6	37	Hippopotamus_amphibius	1	61.8426	6	1	0
7	37	25	0	50.919	6	0	0
8	25	Phacochoerus_africanus	1	10.9237	6	0	0
9	25	Sus_scrofa	1	10.9237	6	0	0
0	INTERNAL	13	0	43.083	7	0	0
1	13	Vicugna_pacos	1	20.917	7	0	0
2	13	14	0	16.5653	7	0	0
3	14	Camelus_dromedarius	1	4.3517	7	0	0
4	14	Camelus_bactrianus	1	4.3517	7	0	0
5	INTERNAL	37	0	2.15735	7	0	0
6	37	Hippopotamus_amphibius	1	61.8426	7	0	0
7	37	25	0	50.919	7	0	0
8	25	Phacochoerus_africanus	1	10.9237	7	0	0
9	25	Sus_scrofa	1	10.9237	7	0	0
0	INTERNAL	13	0	43.083	8	0	0
1	13	Vicugna_pacos	1	20.917	8	0	0
2	13	14	0	16.5653	8	0	0
3	14	Camelus_dromedarius	1	4.3517	8	0	0
4	14	Camelus_bactrianus	1	4.3517	8	0	0
5	INTERNAL	37	0	2.15735	8	0	0
6	37	Hippopotamus_amphibius	1	61.8426	8	0	0
7	37	25	0	50.919	8	0	0
8	25	Phacochoerus_africanus	1	10.9237	8	0	0
9	25	Sus_scrofa	1	10.9237	8	0	0
0	INTERNAL	13	0	43.083	9	0	0
1	13	Vicugna_pacos	1	20.917	9	0	0
2	13	14	0	16.5653	9	0	0
3	14	Camelus_dromedarius	1	4.3517	9	0	0
4	14	Camelus_bactrianus	1	4.3517	9	0	0
5	INTERNAL	37	0	2.15735	9	0	0
6	37	Hippopotamus_amphibius	1	61.8426	9	0	0
7	37	25	0	50.919	9	0	0
8	25	Phacochoerus_africanus	1	10.9237	9	0	0
9	25	Sus_scrofa	1	10.9237	9	0	0
0	INTERNAL	13	0	43.083	10	0	0
1	13	Vicugna_pacos	1	20.917	10	0	0
2	13	14	0	16.5653	10	0	0
3	14	Camelus_dromedarius	1	4.3517	10	0	0
4	14	Camelus_bactrianus	1	4.3517	10	0	0
5	INTERNAL	37	0	2.15735	10	0	0
6	37	Hippopotamus_amphibius	1	61.8426	10	0	0
7	37	25	0	50.919	10	0	0
8	25	Phacochoerus_africanus	1	10.9237	10	0	0
9	25	Sus_scrofa	1	10.9237	10	0	0
0	INTERNAL	13	0	43.083	11	0	0
1	13	Vicugna_pacos	1	20.917	11	0	0
2	13	14	0	16.5653	11	0	0
3	14	Camelus_dromedarius	1	4.3517	11	0	0
4	14	Camelus_bactrianus	1	4.3517	11	0	0
5	INTERNAL	37	0	2.15735	11	0	0
6	37	Hippopotamus_amphibius	1	61.8426	11	1	0
7	37	25	0	50.919	11	0	0
8	25	Phacochoerus_africanus	1	10.9237	11	0	0
9	25	Sus_scrofa	1	10.9237	11	0	0
0	INTERNAL	13	0	43.083	12	0	0
1	13	Vicugna_pacos	1	20.917	12	0	0
2	13	14	0	16.5653	12	0	0
3	14	Camelus_dromedarius	1	4.3517	12	0	0
4	14	Camelus_bactrianus	1	4.3517	12	0	0
5	INTERNAL	37	0	2.15735	12	0	0
6	37	Hippopotamus_amphibius	1	61.8426	12	0	0
7	37	25	0	50.919	12	0	0
8	25	Phacochoerus_africanus	1	10.9237	12	0	0
9	25	Sus_scrofa	1	10.9237	12	0	0
0	INTERNAL	13	0	43.083	13	0	0
1	13	Vicugna_pacos	1	20.917	13	0	0
2	13	14	0	16.5653	13	0	0
3	14	Camelus_dromedarius	1	4.3517	13	0	0
4	14	Camelus_bactrianus	1	4.3517	13	0	0
5	INTERNAL	37	0	2.15735	13	0	0
6	37	Hippopotamus_amphibius	1	61.8426	13	0	0
7	37	25	0	50.919	13	0	0
8	25	Phacochoerus_africanus	1	10.9237	13	0	0
9	25	Sus_scrofa	1	10.9237	13	0	0
0	INTERNAL	13	0	43.083	14	0	0
1	13	Vicugna_pacos	1	20.917	14	0	0
2	13	14	0	16.5653	14	0	0
3	14	Camelus_dromedarius	1	4.3517	14	0	0
4	14	Camelus_bactrianus	1	4.3517	14	0	0
5	INTERNAL	37	0	2.15735	14	0	0
6	37	Hippopotamus_amphibius	1	61.8426	14	0	0
7	37	25	0	50.919	14	0	0
8	25	Phacochoerus_africanus	1	10.9237	14	0	0
9	25	Sus_scrofa	1	10.9237	14	0	0
0	INTERNAL	13	0	43.083	15	0	0
1	13	Vicugna_pacos	1	20.917	15	0	0
2	13	14	0	16.5653	15	0	0
3	14	Camelus_dromedarius	1	4.3517	15	0	0
4	14	Camelus_bactrianus	1	4.3517	15	0	0
5	INTERNAL	37	0	2.15735	15	0	0
6	37	Hippopotamus_amphibius	1	61.8426	15	0	0
7	37	25	0	50.919	15	0	0
8	25	Phacochoerus_africanus	1	10.9237	15	0	0
9	25	Sus_scrofa	1	10.9237	15	0	0
0	INTERNAL	13	0	43.083	16	0	0
1	13	Vicugna_pacos	1	20.917	16	0	0
2	13	14	0	16.5653	16	0	0
3	14	Camelus_dromedarius	1	4.3517	16	0	0
4	14	Camelus_bactrianus	1	4.3517	16	0	0
5	INTERNAL	37	0	2.15735	16	0	0
6	37	Hippopotamus_amphibius	1	61.8426	16	0	0
7	37	25	0	50.919	16	0	0
8	25	Phacochoerus_africanus	1	10.9237	16	0	0
9	25	Sus_scrofa	1	10.9237	16	0	0
0	INTERNAL	13	0	43.083	17	0	0
1	13	Vicugna_pacos	1	20.917	17	0	0
2	13	14	0	16.5653	17	0	0
3	14	Camelus_dromedarius	1	4.3517	17	0	0
4	14	Camelus_bactrianus	1	4.3517	17	0	0
5	INTERNAL	37	0	2.15735	17	0	0
6	37	Hippopotamus_amphibius	1	61.8426	17	0	0
7	37	25	0	50.919	17	0	0
8	25	Phacochoerus_africanus	1	10.9237	17	0	0
9	25	Sus_scrofa	1	10.9237	17	0	0
0	INTERNAL	13	0	43.083	18	0	0
1	13	Vicugna_pacos	1	20.917	18	1	0
2	13	14	0	16.5653	18	0	0
3	14	Camelus_dromedarius	1	4.3517	18	0	0
4	14	Camelus_bactrianus	1	4.3517	18	0	0
5	INTERNAL	37	0	2.15735	18	0	0
6	37	Hippopotamus_amphibius	1	61.8426	18	0	0
7	37	25	0	50.919	18	0	0
8	25	Phacochoerus_africanus	1	10.9237	18	0	0
9	25	Sus_scrofa	1	10.9237	18	2	1
0	INTERNAL	13	0	43.083	19	0	0
1	13	Vicugna_pacos	1	20.917	19	0	0
2	13	14	0	16.5653	19	0	0
3	14	Camelus_dromedarius	1	4.3517	19	0	0
4	14	Camelus_bactrianus	1	4.3517	19	0	0
5	INTERNAL	37	0	2.15735	19	0	0
6	37	Hippopotamus_amphibius	1	61.8426	19	0	0
7	37	25	0	50.919	19	0	0
8	25	Phacochoerus_africanus	1	10.9237	19	0	0
9	25	Sus_scrofa	1	10.9237	19	0	0
0	INTERNAL	13	0	43.083	20	0	0
1	13	Vicugna_pacos	1	20.917	20	0	0
2	13	14	0	16.5653	20	0	0
3	14	Camelus_dromedarius	1	4.3517	20	0	0
4	14	Camelus_bactrianus	1	4.3517	20	0	0
5	INTERNAL	37	0	2.15735	20	0	0
6	37	Hippopotamus_amphibius	1	61.8426	20	0	0
7	37	25	0	50.919	20	0	0
8	25	Phacochoerus_africanus	1	10.9237	20	0	0
9	25	Sus_scrofa	1	10.9237	20	0	0
0	INTERNAL	13	0	43.083	21	0	0
1	13	Vicugna_pacos	1	20.917	21	0	0
2	13	14	0	16.5653	21	0	0
3	14	Camelus_dromedarius	1	4.3517	21	0	0
4	14	Camelus_bactrianus	1	4.3517	21	0	0
5	INTERNAL	37	0	2.15735	21	0	0
6	37	Hippopotamus_amphibius	1	61.8426	21	0	0
7	37	25	0	50.919	21	0	0
8	25	Phacochoerus_africanus	1	10.9237	21	0	0
9	25	Sus_scrofa	1	10.9237	21	0	0
0	INTERNAL	13	0	43.083	22	0	0
1	13	Vicugna_pacos	1	20.917	22	0	0
2	13	14	0	16.5653	22	0	0
3	14	Camelus_dromedarius	1	4.3517	22	0	0
4	14	Camelus_bactrianus	1	4.3517	22	0	0
5	INTERNAL	37	0	2.15735	22	0	0
6	37	Hippopotamus_amphibius	1	61.8426	22	0	0
7	37	25	0	50.919	22	0	0
8	25	Phacochoerus_africanus	1	10.9237	22	0	0
9	25	Sus_scrofa	1	10.9237	22	0	0
0	INTERNAL	13	0	43.083	23	0	0
1	13	Vicugna_pacos	1	20.917	23	0	0
2	13	14	0	16.5653	23	0	0
3	14	Camelus_dromedarius	1	4.3517	23	0	0
4	14	Camelus_bactrianus	1	4.3517	23	0	0
5	INTERNAL	37	0	2.15735	23	0	0
6	37	Hippopotamus_amphibius	1	61.8426	23	0	0
7	37	25	0	50.919	23	1	0
8	25	Phacochoerus_africanus	1	10.9237	23	0	0
9	25	Sus_scrofa	1	10.9237	23	0	0
0	INTERNAL	13	0	43.083	24	1	0
1	13	Vicugna_pacos	1	20.917	24	0	0
2	13	14	0	16.5653	24	0	0
3	14	Camelus_dromedarius	1	4.3517	24	0	0
4	14	Camelus_bactrianus	1	4.3517	24	0	0
5	INTERNAL	37	0	2.15735	24	0	0
6	37	Hippopotamus_amphibius	1	61.8426	24	0	0
7	37	25	0	50.919	24	0	0
8	25	Phacochoerus_africanus	1	10.9237	24	0	0
9	25	Sus_scrofa	1	10.9237	24	0	0
0	INTERNAL	13	0	43.083	25	0	0
1	13	Vicugna_pacos	1	20.917	25	0	0
2	13	14	0	16.5653	25	0	0
3	14	Camelus_dromedarius	1	4.3517	25	0	0
4	14	Camelus_bactrianus	1	4.3517	25	0	0
5	INTERNAL	37	0	2.15735	25	0	0
6	37	Hippopotamus_amphibius	1	61.8426	25	1	0
7	37	25	0	50.919	25	0	0
8	25	Phacochoerus_africanus	1	10.9237	25	0	0
9	25	Sus_scrofa	1	10.9237	25	0	0
0	INTERNAL	13	0	43.083	26	0	0
1	13	Vicugna_pacos	1	20.917	26	0	0
2	13	14	0	16.5653	26	0	0
3	14	Camelus_dromedarius	1	4.3517	26	0	0
4	14	Camelus_bactrianus	1	4.3517	26	0	0
5	INTERNAL	37	0	2.15735	26	0	0
6	37	Hippopotamus_amphibius	1	61.8426	26	1	0
7	37	25	0	50.919	26	0	0
8	25	Phacochoerus_africanus	1	10.9237	26	0	0
9	25	Sus_scrofa	1	10.9237	26	0	0
0	INTERNAL	13	0	43.083	27	1	0
1	13	Vicugna_pacos	1	20.917	27	0	0
2	13	14	0	16.5653	27	0	0
3	14	Camelus_dromedarius	1	4.3517	27	0	0
4	14	Camelus_bactrianus	1	4.3517	27	0	0
5	INTERNAL	37	0	2.15735	27	0	0
6	37	Hippopotamus_amphibius	1	61.8426	27	0	0
7	37	25	0	50.919	27	0	0
8	25	Phacochoerus_africanus	1	10.9237	27	0	0
9	25	Sus_scrofa	1	10.9237	27	0	0
0	INTERNAL	13	0	43.083	28	0	0
1	13	Vicugna_pacos	1	20.917	28	0	0
2	13	14	0	16.5653	28	0	0
3	14	Camelus_dromedarius	1	4.3517	28	0	0
4	14	Camelus_bactrianus	1	4.3517	28	0	0
5	INTERNAL	37	0	2.15735	28	0	0
6	37	Hippopotamus_amphibius	1	61.8426	28	0	0
7	37	25	0	50.919	28	0	0
8	25	Phacochoerus_africanus	1	10.9237	28	0	0
9	25	Sus_scrofa	1	10.9237	28	1	0
0	INTERNAL	13	0	43.083	29	0	0
1	13	Vicugna_pacos	1	20.917	29	0	0
2	13	14	0	16.5653	29	0	0
3	14	Camelus_dromedarius	1	4.3517	29	0	0
4	14	Camelus_bactrianus	1	4.3517	29	0	0
5	INTERNAL	37	0	2.15735	29	0	0
6	37	Hippopotamus_amphibius	1	61.8426	29	0	0
7	37	25	0	50.919	29	0	0
8	25	Phacochoerus_africanus	1	10.9237	29	0	0
9	25	Sus_scrofa	1	10.9237	29	0	0
0	INTERNAL	13	0	43.083	30	0	0
1	13	Vicugna_pacos	1	20.917	30	0	0
2	13	14	0	16.5653	30	0	0
3	14	Camelus_dromedarius	1	4.3517	30	0	0
4	14	Camelus_bactrianus	1	4.3517	30	0	0
5	INTERNAL	37	0	2.15735	30	0	0
6	37	Hippopotamus_amphibius	1	61.8426	30	0	0
7	37	25	0	50.919	30	0	0
8	25	Phacochoerus_africanus	1	10.9237	30	0	0
9	25	Sus_scrofa	1	10.9237	30	0	0
0	INTERNAL	13	0	43.083	31	0	0
1	13	Vicugna_pacos	1	20.917	31	0	0
2	13	14	0	16.5653	31	0	0
3	14	Camelus_dromedarius	1	4.3517	31	0	0
4	14	Camelus_bactrianus	1	4.3517	31	0	0
5	INTERNAL	37	0	2.15735	31	0	0
6	37	Hippopotamus_amphibius	1	61.8426	31	1	0
7	37	25	0	50.919	31	1	0
8	25	Phacochoerus_africanus	1	10.9237	31	0	0
9	25	Sus_scrofa	1	10.9237	31	0	0
0	INTERNAL	13	0	43.083	32	0	0
1	13	Vicugna_pacos	1	20.917	32	0	0
2	13	14	0	16.5653	32	0	0
3	14	Camelus_dromedarius	1	4.3517	32	0	0
4	14	Camelus_bactrianus	1	4.3517	32	0	0
5	INTERNAL	37	0	2.15735	32	0	0
6	37	Hippopotamus_amphibius	1	61.8426	32	0	0
7	37	25	0	50.919	32	0	0
8	25	Phacochoerus_africanus	1	10.9237	32	0	0
9	25	Sus_scrofa	1	10.9237	32	0	0
0	INTERNAL	13	0	43.083	33	0	0
1	13	Vicugna_pacos	1	20.917	33	0	0
2	13	14	0	16.5653	33	0	0
3	14	Camelus_dromedarius	1	4.3517	33	0	0
4	14	Camelus_bactrianus	1	4.3517	33	0	0
5	INTERNAL	37	0	2.15735	33	0	0
6	37	Hippopotamus_amphibius	1	61.8426	33	0	0
7	37	25	0	50.919	33	0	0
8	25	Phacochoerus_africanus	1	10.9237	33	0	0
9	25	Sus_scrofa	1	10.9237	33	0	0
0	INTERNAL	13	0	43.083	34	0	0
1	13	Vicugna_pacos	1	20.917	34	0	0
2	13	14	0	16.5653	34	0	0
3	14	Camelus_dromedarius	1	4.3517	34	0	0
4	14	Camelus_bactrianus	1	4.3517	34	0	0
5	INTERNAL	37	0	2.15735	34	0	0
6	37	Hippopotamus_amphibius	1	61.8426	34	0	0
7	37	25	0	50.919	34	0	0
8	25	Phacochoerus_africanus	1	10.9237	34	0	0
9	25	Sus_scrofa	1	10.9237	34	0	0
0	INTERNAL	13	0	43.083	35	0	0
1	13	Vicugna_pacos	1	20.917	35	0	0
2	13	14	0	16.5653	35	0	0
3	14	Camelus_dromedarius	1	4.3517	35	0	0
4	14	Camelus_bactrianus	1	4.3517	35	0	0
5	INTERNAL	37	0	2.15735	35	0	0
6	37	Hippopotamus_amphibius	1	61.8426	35	0	0
7	37	25	0	50.919	35	0	0
8	25	Phacochoerus_africanus	1	10.9237	35	0	0
9	25	Sus_scrofa	1	10.9237	35	0	0
0	INTERNAL	13	0	43.083	36	0	0
1	13	Vicugna_pacos	1	20.917	36	0	0
2	13	14	0	16.5653	36	0	0
3	14	Camelus_dromedarius	1	4.3517	36	0	0
4	14	Camelus_bactrianus	1	4.3517	36	0	0
5	INTERNAL	37	0	2.15735	36	0	0
6	37	Hippopotamus_amphibius	1	61.8426	36	1	0
7	37	25	0	50.919	36	0	0
8	25	Phacochoerus_africanus	1	10.9237	36	0	0
9	25	Sus_scrofa	1	10.9237	36	0	0
0	INTERNAL	13	0	43.083	37	0	0
1	13	Vicugna_pacos	1	20.917	37	0	0
2	13	14	0	16.5653	37	0	0
3	14	Camelus_dromedarius	1	4.3517	37	0	0
4	14	Camelus_bactrianus	1	4.3517	37	0	0
5	INTERNAL	37	0	2.15735	37	0	0
6	37	Hippopotamus_amphibius	1	61.8426	37	0	0
7	37	25	0	50.919	37	1	0
8	25	Phacochoerus_africanus	1	10.9237	37	0	0
9	25	Sus_scrofa	1	10.9237	37	0	0
0	INTERNAL	13	0	43.083	38	0	0
1	13	Vicugna_pacos	1	20.917	38	0	0
2	13	14	0	16.5653	38	0	0
3	14	Camelus_dromedarius	1	4.3517	38	0	0
4	14	Camelus_bactrianus	1	4.3517	38	0	0
5	INTERNAL	37	0	2.15735	38	0	0
6	37	Hippopotamus_amphibius	1	61.8426	38	0	0
7	37	25	0	50.919	38	0	0
8	25	Phacochoerus_africanus	1	10.9237	38	0	0
9	25	Sus_scrofa	1	10.9237	38	0	0
0	INTERNAL	13	0	43.083	39	0	0
1	13	Vicugna_pacos	1	20.917	39	0	0
2	13	14	0	16.5653	39	0	0
3	14	Camelus_dromedarius	1	4.3517	39	0	0
4	14	Camelus_bactrianus	1	4.3517	39	0	0
5	INTERNAL	37	0	2.15735	39	0	0
6	37	Hippopotamus_amphibius	1	61.8426	39	0	0
7	37	25	0	50.919	39	0	0
8	25	Phacochoerus_africanus	1	10.9237	39	0	0
9	25	Sus_scrofa	1	10.9237	39	0	0
0	INTERNAL	13	0	43.083	40	0	0
1	13	Vicugna_pacos	1	20.917	40	0	0
2	13	14	0	16.5653	40	0	0
3	14	Camelus_dromedarius	1	4.3517	40	0	0
4	14	Camelus_bactrianus	1	4.3517	40	0	0
5	INTERNAL	37	0	2.15735	40	0	0
6	37	Hippopotamus_amphibius	1	61.8426	40	0	0
7	37	25	0	50.919	40	0	0
8	25	Phacochoerus_africanus	1	10.9237	40	0	0
9	25	Sus_scrofa	1	10.9237	40	0	0
0	INTERNAL	13	0	43.083	41	0	0
1	13	Vicugna_pacos	1	20.917	41	0	0
2	13	14	0	16.5653	41	0	0
3	14	Camelus_dromedarius	1	4.3517	41	0	0
4	14	Camelus_bactrianus	1	4.3517	41	0	0
5	INTERNAL	37	0	2.15735	41	0	0
6	37	Hippopotamus_amphibius	1	61.8426	41	0	0
7	37	25	0	50.919	41	0	0
8	25	Phacochoerus_africanus	1	10.9237	41	1	0
9	25	Sus_scrofa	1	10.9237	41	0	0
0	INTERNAL	13	0	43.083	42	0	0
1	13	Vicugna_pacos	1	20.917	42	0	0
2	13	14	0	16.5653	42	0	0
3	14	Camelus_dromedarius	1	4.3517	42	0	0
4	14	Camelus_bactrianus	1	4.3517	42	0	0
5	INTERNAL	37	0	2.15735	42	0	0
6	37	Hippopotamus_amphibius	1	61.8426	42	0	0
7	37	25	0	50.919	42	0	0
8	25	Phacochoerus_africanus	1	10.9237	42	0	0
9	25	Sus_scrofa	1	10.9237	42	0	0
0	INTERNAL	13	0	43.083	43	0	0
1	13	Vicugna_pacos	1	20.917	43	0	0
2	13	14	0	16.5653	43	0	0
3	14	Camelus_dromedarius	1	4.3517	43	0	0
4	14	Camelus_bactrianus	1	4.3517	43	0	0
5	INTERNAL	37	0	2.15735	43	0	0
6	37	Hippopotamus_amphibius	1	61.8426	43	0	0
7	37	25	0	50.919	43	0	0
8	25	Phacochoerus_africanus	1	10.9237	43	0	0
9	25	Sus_scrofa	1	10.9237	43	0	0
0	INTERNAL	13	0	43.083	44	0	0
1	13	Vicugna_pacos	1	20.917	44	0	0
2	13	14	0	16.5653	44	0	0
3	14	Camelus_dromedarius	1	4.3517	44	0	0
4	14	Camelus_bactrianus	1	4.3517	44	0	0
5	INTERNAL	37	0	2.15735	44	0	0
6	37	Hippopotamus_amphibius	1	61.8426	44	0	0
7	37	25	0	50.919	44	0	0
8	25	Phacochoerus_africanus	1	10.9237	44	0	0
9	25	Sus_scrofa	1	10.9237	44	0	0
0	INTERNAL	13	0	43.083	45	0	0
1	13	Vicugna_pacos	1	20.917	45	0	0
2	13	14	0	16.5653	45	0	0
3	14	Camelus_dromedarius	1	4.3517	45	0	0
4	14	Camelus_bactrianus	1	4.3517	45	0	0
5	INTERNAL	37	0	2.15735	45	0	0
6	37	Hippopotamus_amphibius	1	61.8426	45	1	0
7	37	25	0	50.919	45	0	0
8	25	Phacochoerus_africanus	1	10.9237	45	0	0
9	25	Sus_scrofa	1	10.9237	45	0	0
0	INTERNAL	13	0	43.083	46	0	0
1	13	Vicugna_pacos	1	20.917	46	0	0
2	13	14	0	16.5653	46	0	0
3	14	Camelus_dromedarius	1	4.3517	46	0	0
4	14	Camelus_bactrianus	1	4.3517	46	0	0
5	INTERNAL	37	0	2.15735	46	0	0
6	37	Hippopotamus_amphibius	1	61.8426	46	0	0
7	37	25	0	50.919	46	0	0
8	25	Phacochoerus_africanus	1	10.9237	46	0	0
9	25	Sus_scrofa	1	10.9237	46	0	0
0	INTERNAL	13	0	43.083	47	0	0
1	13	Vicugna_pacos	1	20.917	47	0	0
2	13	14	0	16.5653	47	0	0
3	14	Camelus_dromedarius	1	4.3517	47	0	0
4	14	Camelus_bactrianus	1	4.3517	47	0	0
5	INTERNAL	37	0	2.15735	47	0	0
6	37	Hippopotamus_amphibius	1	61.8426	47	0	0
7	37	25	0	50.919	47	0	0
8	25	Phacochoerus_africanus	1	10.9237	47	0	0
9	25	Sus_scrofa	1	10.9237	47	0	0
0	INTERNAL	13	0	43.083	48	0	0
1	13	Vicugna_pacos	1	20.917	48	0	0
2	13	14	0	16.5653	48	0	0
3	14	Camelus_dromedarius	1	4.3517	48	0	0
4	14	Camelus_bactrianus	1	4.3517	48	0	0
5	INTERNAL	37	0	2.15735	48	0	0
6	37	Hippopotamus_amphibius	1	61.8426	48	0	0
7	37	25	0	50.919	48	0	0
8	25	Phacochoerus_africanus	1	10.9237	48	0	0
9	25	Sus_scrofa	1	10.9237	48	0	0
0	INTERNAL	13	0	43.083	49	0	0
1	13	Vicugna_pacos	1	20.917	49	0	0
2	13	14	0	16.5653	49	0	0
3	14	Camelus_dromedarius	1	4.3517	49	0	0
4	14	Camelus_bactrianus	1	4.3517	49	0	0
5	INTERNAL	37	0	2.15735	49	0	0
6	37	Hippopotamus_amphibius	1	61.8426	49	0	0
7	37	25	0	50.919	49	1	0
8	25	Phacochoerus_africanus	1	10.9237	49	0	0
9	25	Sus_scrofa	1	10.9237	49	0	0
0	INTERNAL	13	0	43.083	50	0	0
1	13	Vicugna_pacos	1	20.917	50	0	0
2	13	14	0	16.5653	50	0	0
3	14	Camelus_dromedarius	1	4.3517	50	0	0
4	14	Camelus_bactrianus	1	4.3517	50	0	0
5	INTERNAL	37	0	2.15735	50	0	0
6	37	Hippopotamus_amphibius	1	61.8426	50	1	0
7	37	25	0	50.919	50	0	0
8	25	Phacochoerus_africanus	1	10.9237	50	0	0
9	25	Sus_scrofa	1	10.9237	50	0	0
0	INTERNAL	13	0	43.083	51	0	0
1	13	Vicugna_pacos	1	20.917	51	0	0
2	13	14	0	16.5653	51	0	0
3	14	Camelus_dromedarius	1	4.3517	51	0	0
4	14	Camelus_bactrianus	1	4.3517	51	0	0
5	INTERNAL	37	0	2.15735	51	0	0
6	37	Hippopotamus_amphibius	1	61.8426	51	0	0
7	37	25	0	50.919	51	0	0
8	25	Phacochoerus_africanus	1	10.9237	51	0	0
9	25	Sus_scrofa	1	10.9237	51	0	0
0	INTERNAL	13	0	43.083	52	0	0
1	13	Vicugna_pacos	1	20.917	52	1	0
2	13	14	0	16.5653	52	0	0
3	14	Camelus_dromedarius	1	4.3517	52	0	0
4	14	Camelus_bactrianus	1	4.3517	52	0	0
5	INTERNAL	37	0	2.15735	52	0	0
6	37	Hippopotamus_amphibius	1	61.8426	52	0	0
7	37	25	0	50.919	52	0	0
8	25	Phacochoerus_africanus	1	10.9237	52	0	0
9	25	Sus_scrofa	1	10.9237	52	0	0
0	INTERNAL	13	0	43.083	53	0	0
1	13	Vicugna_pacos	1	20.917	53	0	0
2	13	14	0	16.5653	53	0	0
3	14	Camelus_dromedarius	1	4.3517	53	0	0
4	14	Camelus_bactrianus	1	4.3517	53	0	0
5	INTERNAL	37	0	2.15735	53	0	0
6	37	Hippopotamus_amphibius	1	61.8426	53	0	0
7	37	25	0	50.919	53	0	0
8	25	Phacochoerus_africanus	1	10.9237	53	0	0
9	25	Sus_scrofa	1	10.9237	53	0	0
0	INTERNAL	13	0	43.083	54	1	0
1	13	Vicugna_pacos	1	20.917	54	0	0
2	13	14	0	16.5653	54	0	0
3	14	Camelus_dromedarius	1	4.3517	54	0	0
4	14	Camelus_bactrianus	1	4.3517	54	0	0
5	INTERNAL	37	0	2.15735	54	0	0
6	37	Hippopotamus_amphibius	1	61.8426	54	0	0
7	37	25	0	50.919	54	0	0
8	25	Phacochoerus_africanus	1	10.9237	54	0	0
9	25	Sus_scrofa	1	10.9237	54	0	0
0	INTERNAL	13	0	43.083	55	0	0
1	13	Vicugna_pacos	1	20.917	55	0	0
2	13	14	0	16.5653	55	0	0
3	14	Camelus_dromedarius	1	4.3517	55	0	0
4	14	Camelus_bactrianus	1	4.3517	55	0	0
5	INTERNAL	37	0	2.15735	55	0	0
6	37	Hippopotamus_amphibius	1	61.8426	55	0	0
7	37	25	0	50.919	55	0	0
8	25	Phacochoerus_africanus	1	10.9237	55	0	0
9	25	Sus_scrofa	1	10.9237	55	0	0
0	INTERNAL	13	0	43.083	56	0	0
1	13	Vicugna_pacos	1	20.917	56	0	0
2	13	14	0	16.5653	56	0	0
3	14	Camelus_dromedarius	1	4.3517	56	0	0
