branch	parent	child	child_is_tip	branch_length	site	nt_distance	is_multi_hit
0	INTERNAL	13	0	6.8	24	0	0
1	13	14	0	54.4945	24	0	0
2	14	Sorex_fumeus	1	11.7055	24	1	0
3	14	Sorex_araneus	1	11.7055	24	0	0
4	13	Erinaceus_europaeus	1	66.2	24	0	0
5	INTERNAL	Condylura_cristata	1	73	24	0	0
0	INTERNAL	13	0	6.8	25	0	0
1	13	14	0	54.4945	25	0	0
2	14	Sorex_fumeus	1	11.7055	25	0	0
3	14	Sorex_araneus	1	11.7055	25	0	0
4	13	Erinaceus_europaeus	1	66.2	25	0	0
5	INTERNAL	Condylura_cristata	1	73	25	1	0
0	INTERNAL	13	0	6.8	26	0	0
1	13	14	0	54.4945	26	0	0
2	14	Sorex_fumeus	1	11.7055	26	0	0
3	14	Sorex_araneus	1	11.7055	26	1	0
4	13	Erinaceus_europaeus	1	66.2	26	0	0
5	INTERNAL	Condylura_cristata	1	73	26	0	0
0	INTERNAL	13	0	6.8	27	1	0
1	13	14	0	54.4945	27	0	0
2	14	Sorex_fumeus	1	11.7055	27	0	0
3	14	Sorex_araneus	1	11.7055	27	0	0
4	13	Erinaceus_europaeus	1	66.2	27	0	0
5	INTERNAL	Condylura_cristata	1	73	27	0	0
0	INTERNAL	13	0	6.8	28	0	0
1	13	14	0	54.4945	28	0	0
2	14	Sorex_fumeus	1	11.7055	28	0	0
3	14	Sorex_araneus	1	11.7055	28	0	0
4	13	Erinaceus_europaeus	1	66.2	28	0	0
5	INTERNAL	Condylura_cristata	1	73	28	0	0
0	INTERNAL	13	0	6.8	29	0	0
1	13	14	0	54.4945	29	0	0
2	14	Sorex_fumeus	1	11.7055	29	0	0
3	14	Sorex_araneus	1	11.7055	29	0	0
4	13	Erinaceus_europaeus	1	66.2	29	0	0
5	INTERNAL	Condylura_cristata	1	73	29	0	0
0	INTERNAL	13	0	6.8	30	0	0
1	13	14	0	54.4945	30	0	0
2	14	Sorex_fumeus	1	11.7055	30	0	0
3	14	Sorex_araneus	1	11.7055	30	0	0
4	13	Erinaceus_europaeus	1	66.2	30	1	0
5	INTERNAL	Condylura_cristata	1	73	30	0	0
0	INTERNAL	13	0	6.8	31	1	0
1	13	14	0	54.4945	31	0	0
2	14	Sorex_fumeus	1	11.7055	31	0	0
3	14	Sorex_araneus	1	11.7055	31	0	0
4	13	Erinaceus_europaeus	1	66.2	31	1	0
5	INTERNAL	Condylura_cristata	1	73	31	0	0
0	INTERNAL	13	0	6.8	32	0	0
1	13	14	0	54.4945	32	0	0
2	14	Sorex_fumeus	1	11.7055	32	0	0
3	14	Sorex_araneus	1	11.7055	32	0	0
4	13	Erinaceus_europaeus	1	66.2	32	0	0
5	INTERNAL	Condylura_cristata	1	73	32	0	0
0	INTERNAL	13	0	6.8	33	0	0
1	13	14	0	54.4945	33	0	0
2	14	Sorex_fumeus	1	11.7055	33	0	0
3	14	Sorex_araneus	1	11.7055	33	0	0
4	13	Erinaceus_europaeus	1	66.2	33	0	0
5	INTERNAL	Condylura_cristata	1	73	33	0	0
0	INTERNAL	13	0	6.8	34	0	0
1	13	14	0	54.4945	34	0	0
2	14	Sorex_fumeus	1	11.7055	34	0	0
3	14	Sorex_araneus	1	11.7055	34	1	0
4	13	Erinaceus_europaeus	1	66.2	34	0	0
5	INTERNAL	Condylura_cristata	1	73	34	0	0
0	INTERNAL	13	0	6.8	35	0	0
1	13	14	0	54.4945	35	0	0
2	14	Sorex_fumeus	1	11.7055	35	1	0
3	14	Sorex_araneus	1	11.7055	35	0	0
4	13	Erinaceus_europaeus	1	66.2	35	1	0
5	INTERNAL	Condylura_cristata	1	73	35	0	0
0	INTERNAL	13	0	6.8	36	0	0
1	13	14	0	54.4945	36	0	0
2	14	Sorex_fumeus	1	11.7055	36	0	0
3	14	Sorex_araneus	1	11.7055	36	0	0
4	13	Erinaceus_europaeus	1	66.2	36	0	0
5	INTERNAL	Condylura_cristata	1	73	36	0	0
0	INTERNAL	13	0	6.8	37	0	0
1	13	14	0	54.4945	37	0	0
2	14	Sorex_fumeus	1	11.7055	37	0	0
3	14	Sorex_araneus	1	11.7055	37	0	0
4	13	Erinaceus_europaeus	1	66.2	37	0	0
5	INTERNAL	Condylura_cristata	1	73	37	0	0
0	INTERNAL	13	0	6.8	38	0	0
1	13	14	0	54.4945	38	0	0
2	14	Sorex_fumeus	1	11.7055	38	0	0
3	14	Sorex_araneus	1	11.7055	38	0	0
4	13	Erinaceus_europaeus	1	66.2	38	0	0
5	INTERNAL	Condylura_cristata	1	73	38	0	0
0	INTERNAL	13	0	6.8	39	0	0
1	13	14	0	54.4945	39	0	0
2	14	Sorex_fumeus	1	11.7055	39	0	0
3	14	Sorex_araneus	1	11.7055	39	0	0
4	13	Erinaceus_europaeus	1	66.2	39	0	0
5	INTERNAL	Condylura_cristata	1	73	39	0	0
0	INTERNAL	13	0	6.8	40	0	0
1	13	14	0	54.4945	40	0	0
2	14	Sorex_fumeus	1	11.7055	40	1	0
3	14	Sorex_araneus	1	11.7055	40	0	0
4	13	Erinaceus_europaeus	1	66.2	40	0	0
5	INTERNAL	Condylura_cristata	1	73	40	0	0
0	INTERNAL	13	0	6.8	41	0	0
1	13	14	0	54.4945	41	0	0
2	14	Sorex_fumeus	1	11.7055	41	0	0
3	14	Sorex_araneus	1	11.7055	41	0	0
4	13	Erinaceus_europaeus	1	66.2	41	0	0
5	INTERNAL	Condylura_cristata	1	73	41	0	0
0	INTERNAL	13	0	6.8	42	0	0
1	13	14	0	54.4945	42	0	0
2	14	Sorex_fumeus	1	11.7055	42	0	0
3	14	Sorex_araneus	1	11.7055	42	0	0
4	13	Erinaceus_europaeus	1	66.2	42	0	0
5	INTERNAL	Condylura_cristata	1	73	42	0	0
0	INTERNAL	13	0	6.8	43	0	0
1	13	14	0	54.4945	43	0	0
2	14	Sorex_fumeus	1	11.7055	43	0	0
3	14	Sorex_araneus	1	11.7055	43	0	0
4	13	Erinaceus_europaeus	1	66.2	43	0	0
5	INTERNAL	Condylura_cristata	1	73	43	2	1
0	INTERNAL	13	0	6.8	44	0	0
1	13	14	0	54.4945	44	0	0
2	14	Sorex_fumeus	1	11.7055	44	0	0
3	14	Sorex_araneus	1	11.7055	44	0	0
4	13	Erinaceus_europaeus	1	66.2	44	0	0
5	INTERNAL	Condylura_cristata	1	73	44	0	0
0	INTERNAL	13	0	6.8	45	0	0
1	13	14	0	54.4945	45	0	0
2	14	Sorex_fumeus	1	11.7055	45	0	0
3	14	Sorex_araneus	1	11.7055	45	0	0
4	13	Erinaceus_europaeus	1	66.2	45	0	0
5	INTERNAL	Condylura_cristata	1	73	45	0	0
0	INTERNAL	13	0	6.8	46	0	0
1	13	14	0	54.4945	46	1	0
2	14	Sorex_fumeus	1	11.7055	46	0	0
3	14	Sorex_araneus	1	11.7055	46	0	0
4	13	Erinaceus_europaeus	1	66.2	46	0	0
5	INTERNAL	Condylura_cristata	1	73	46	0	0
0	INTERNAL	13	0	6.8	47	0	0
1	13	14	0	54.4945	47	0	0
2	14	Sorex_fumeus	1	11.7055	47	0	0
3	14	Sorex_araneus	1	11.7055	47	0	0
4	13	Erinaceus_europaeus	1	66.2	47	0	0
5	INTERNAL	Condylura_cristata	1	73	47	0	0
0	INTERNAL	13	0	6.8	48	0	0
1	13	14	0	54.4945	48	0	0
2	14	Sorex_fumeus	1	11.7055	48	0	0
3	14	Sorex_araneus	1	11.7055	48	0	0
4	13	Erinaceus_europaeus	1	66.2	48	0	0
5	INTERNAL	Condylura_cristata	1	73	48	0	0
0	INTERNAL	13	0	6.8	49	0	0
1	13	14	0	54.4945	49	0	0
2	14	Sorex_fumeus	1	11.7055	49	1	0
3	14	Sorex_araneus	1	11.7055	49	0	0
4	13	Erinaceus_europaeus	1	66.2	49	0	0
5	INTERNAL	Condylura_cristata	1	73	49	0	0
0	INTERNAL	13	0	6.8	50	0	0
1	13	14	0	54.4945	50	1	0
2	14	Sorex_fumeus	1	11.7055	50	0	0
3	14	Sorex_araneus	1	11.7055	50	0	0
4	13	Erinaceus_europaeus	1	66.2	50	1	0
5	INTERNAL	Condylura_cristata	1	73	50	0	0
0	INTERNAL	13	0	6.8	51	0	0
1	13	14	0	54.4945	51	1	0
2	14	Sorex_fumeus	1	11.7055	51	0	0
3	14	Sorex_araneus	1	11.7055	51	0	0
4	13	Erinaceus_europaeus	1	66.2	51	0	0
5	INTERNAL	Condylura_cristata	1	73	51	1	0
0	INTERNAL	13	0	6.8	52	0	0
1	13	14	0	54.4945	52	1	0
2	14	Sorex_fumeus	1	11.7055	52	2	1
3	14	Sorex_araneus	1	11.7055	52	0	0
4	13	Erinaceus_europaeus	1	66.2	52	1	0
5	INTERNAL	Condylura_cristata	1	73	52	0	0
0	INTERNAL	13	0	6.8	53	0	0
1	13	14	0	54.4945	53	1	0
2	14	Sorex_fumeus	1	11.7055	53	0	0
3	14	Sorex_araneus	1	11.7055	53	0	0
4	13	Erinaceus_europaeus	1	66.2	53	2	1
5	INTERNAL	Condylura_cristata	1	73	53	0	0
0	INTERNAL	13	0	6.8	54	0	0
1	13	14	0	54.4945	54	0	0
2	14	Sorex_fumeus	1	11.7055	54	0	0
3	14	Sorex_araneus	1	11.7055	54	1	0
4	13	Erinaceus_europaeus	1	66.2	54	1	0
5	INTERNAL	Condylura_cristata	1	73	54	0	0
0	INTERNAL	13	0	6.8	55	1	0
1	13	14	0	54.4945	55	0	0
2	14	Sorex_fumeus	1	11.7055	55	0	0
3	14	Sorex_araneus	1	11.7055	55	0	0
4	13	Erinaceus_europaeus	1	66.2	55	0	0
5	INTERNAL	Condylura_cristata	1	73	55	0	0
0	INTERNAL	13	0	6.8	56	0	0
1	13	14	0	54.4945	56	0	0
2	14	Sorex_fumeus	1	11.7055	56	0	0
3	14	Sorex_araneus	1	11.7055	56	0	0
4	13	Erinaceus_europaeus	1	66.2	56	0	0
5	INTERNAL	Condylura_cristata	1	73	56	0	0
0	INTERNAL	13	0	6.8	57	0	0
1	13	14	0	54.4945	57	0	0
2	14	Sorex_fumeus	1	11.7055	57	0	0
3	14	Sorex_araneus	1	11.7055	57	1	0
4	13	Erinaceus_europaeus	1	66.2	57	0	0
5	INTERNAL	Condylura_cristata	1	73	57	0	0
0	INTERNAL	13	0	6.8	58	0	0
1	13	14	0	54.4945	58	0	0
2	14	Sorex_fumeus	1	11.7055	58	0	0
3	14	Sorex_araneus	1	11.7055	58	1	0
4	13	Erinaceus_europaeus	1	66.2	58	0	0
5	INTERNAL	Condylura_cristata	1	73	58	0	0
0	INTERNAL	13	0	6.8	59	0	0
1	13	14	0	54.4945	59	0	0
2	14	Sorex_fumeus	1	11.7055	59	0	0
3	14	Sorex_araneus	1	11.7055	59	0	0
4	13	Erinaceus_europaeus	1	66.2	59	0	0
5	INTERNAL	Condylura_cristata	1	73	59	0	0
0	INTERNAL	13	0	6.8	60	0	0
1	13	14	0	54.4945	60	0	0
2	14	Sorex_fumeus	1	11.7055	60	0	0
3	14	Sorex_araneus	1	11.7055	60	0	0
4	13	Erinaceus_europaeus	1	66.2	60	1	0
5	INTERNAL	Condylura_cristata	1	73	60	0	0
0	INTERNAL	13	0	6.8	61	0	0
1	13	14	0	54.4945	61	0	0
2	14	Sorex_fumeus	1	11.7055	61	0	0
3	14	Sorex_araneus	1	11.7055	61	0	0
4	13	Erinaceus_europaeus	1	66.2	61	0	0
5	INTERNAL	Condylura_cristata	1	73	61	0	0
0	INTERNAL	13	0	6.8	62	0	0
1	13	14	0	54.4945	62	0	0
2	14	Sorex_fumeus	1	11.7055	62	0	0
3	14	Sorex_araneus	1	11.7055	62	0	0
4	13	Erinaceus_europaeus	1	66.2	62	0	0
5	INTERNAL	Condylura_cristata	1	73	62	1	0
0	INTERNAL	13	0	6.8	63	0	0
1	13	14	0	54.4945	63	0	0
2	14	Sorex_fumeus	1	11.7055	63	0	0
3	14	Sorex_araneus	1	11.7055	63	0	0
4	13	Erinaceus_europaeus	1	66.2	63	0	0
5	INTERNAL	Condylura_cristata	1	73	63	0	0
0	INTERNAL	13	0	6.8	64	0	0
1	13	14	0	54.4945	64	0	0
2	14	Sorex_fumeus	1	11.7055	64	0	0
3	14	Sorex_araneus	1	11.7055	64	0	0
4	13	Erinaceus_europaeus	1	66.2	64	0	0
5	INTERNAL	Condylura_cristata	1	73	64	0	0
0	INTERNAL	13	0	6.8	65	0	0
1	13	14	0	54.4945	65	0	0
2	14	Sorex_fumeus	1	11.7055	65	0	0
3	14	Sorex_araneus	1	11.7055	65	0	0
4	13	Erinaceus_europaeus	1	66.2	65	0	0
5	INTERNAL	Condylura_cristata	1	73	65	0	0
0	INTERNAL	13	0	6.8	66	1	0
1	13	14	0	54.4945	66	0	0
2	14	Sorex_fumeus	1	11.7055	66	0	0
3	14	Sorex_araneus	1	11.7055	66	0	0
4	13	Erinaceus_europaeus	1	66.2	66	0	0
5	INTERNAL	Condylura_cristata	1	73	66	0	0
0	INTERNAL	13	0	6.8	67	0	0
1	13	14	0	54.4945	67	0	0
2	14	Sorex_fumeus	1	11.7055	67	0	0
3	14	Sorex_araneus	1	11.7055	67	0	0
4	13	Erinaceus_europaeus	1	66.2	67	0	0
5	INTERNAL	Condylura_cristata	1	73	67	0	0
0	INTERNAL	13	0	6.8	68	0	0
1	13	14	0	54.4945	68	0	0
2	14	Sorex_fumeus	1	11.7055	68	0	0
3	14	Sorex_araneus	1	11.7055	68	0	0
4	13	Erinaceus_europaeus	1	66.2	68	0	0
5	INTERNAL	Condylura_cristata	1	73	68	0	0
0	INTERNAL	13	0	6.8	69	0	0
1	13	14	0	54.4945	69	0	0
2	14	Sorex_fumeus	1	11.7055	69	0	0
3	14	Sorex_araneus	1	11.7055	69	0	0
4	13	Erinaceus_europaeus	1	66.2	69	1	0
5	INTERNAL	Condylura_cristata	1	73	69	0	0
0	INTERNAL	13	0	6.8	70	0	0
1	13	14	0	54.4945	70	0	0
2	14	Sorex_fumeus	1	11.7055	70	0	0
3	14	Sorex_araneus	1	11.7055	70	0	0
4	13	Erinaceus_europaeus	1	66.2	70	2	1
5	INTERNAL	Condylura_cristata	1	73	70	0	0
0	INTERNAL	13	0	6.8	71	0	0
1	13	14	0	54.4945	71	0	0
2	14	Sorex_fumeus	1	11.7055	71	0	0
3	14	Sorex_araneus	1	11.7055	71	0	0
4	13	Erinaceus_europaeus	1	66.2	71	0	0
5	INTERNAL	Condylura_cristata	1	73	71	0	0
0	INTERNAL	13	0	6.8	72	0	0
1	13	14	0	54.4945	72	0	0
2	14	Sorex_fumeus	1	11.7055	72	0	0
3	14	Sorex_araneus	1	11.7055	72	0	0
4	13	Erinaceus_europaeus	1	66.2	72	0	0
5	INTERNAL	Condylura_cristata	1	73	72	0	0
0	INTERNAL	13	0	6.8	73	0	0
1	13	14	0	54.4945	73	0	0
2	14	Sorex_fumeus	1	11.7055	73	0	0
3	14	Sorex_araneus	1	11.7055	73	0	0
4	13	Erinaceus_europaeus	1	66.2	73	1	0
5	INTERNAL	Condylura_cristata	1	73	73	0	0
0	INTERNAL	13	0	6.8	74	1	0
1	13	14	0	54.4945	74	0	0
2	14	Sorex_fumeus	1	11.7055	74	0	0
3	14	Sorex_araneus	1	11.7055	74	0	0
4	13	Erinaceus_europaeus	1	66.2	74	0	0
5	INTERNAL	Condylura_cristata	1	73	74	0	0
0	INTERNAL	13	0	6.8	75	0	0
1	13	14	0	54.4945	75	0	0
2	14	Sorex_fumeus	1	11.7055	75	0	0
3	14	Sorex_araneus	1	11.7055	75	0	0
4	13	Erinaceus_europaeus	1	66.2	75	0	0
5	INTERNAL	Condylura_cristata	1	73	75	0	0
0	INTERNAL	13	0	6.8	76	0	0
1	13	14	0	54.4945	76	0	0
2	14	Sorex_fumeus	1	11.7055	76	0	0
3	14	Sorex_araneus	1	11.7055	76	0	0
4	13	Erinaceus_europaeus	1	66.2	76	0	0
5	INTERNAL	Condylura_cristata	1	73	76	1	0
0	INTERNAL	13	0	6.8	77	0	0
1	13	14	0	54.4945	77	0	0
2	14	Sorex_fumeus	1	11.7055	77	0	0
3	14	Sorex_araneus	1	11.7055	77	0	0
4	13	Erinaceus_europaeus	1	66.2	77	0	0
5	INTERNAL	Condylura_cristata	1	73	77	0	0
0	INTERNAL	13	0	6.8	78	0	0
1	13	14	0	54.4945	78	0	0
2	14	Sorex_fumeus	1	11.7055	78	0	0
3	14	Sorex_araneus	1	11.7055	78	0	0
4	13	Erinaceus_europaeus	1	66.2	78	0	0
5	INTERNAL	Condylura_cristata	1	73	78	0	0
0	INTERNAL	13	0	6.8	79	0	0
1	13	14	0	54.4945	79	1	0
2	14	Sorex_fumeus	1	11.7055	79	0	0
3	14	Sorex_araneus	1	11.7055	79	0	0
4	13	Erinaceus_europaeus	1	66.2	79	0	0
5	INTERNAL	Condylura_cristata	1	73	79	0	0
0	INTERNAL	13	0	6.8	80	0	0
1	13	14	0	54.4945	80	0	0
2	14	Sorex_fumeus	1	11.7055	80	0	0
3	14	Sorex_araneus	1	11.7055	80	0	0
4	13	Erinaceus_europaeus	1	66.2	80	0	0
5	INTERNAL	Condylura_cristata	1	73	80	0	0
0	INTERNAL	13	0	6.8	81	0	0
1	13	14	0	54.4945	81	0	0
2	14	Sorex_fumeus	1	11.7055	81	0	0
3	14	Sorex_araneus	1	11.7055	81	0	0
4	13	Erinaceus_europaeus	1	66.2	81	1	0
5	INTERNAL	Condylura_cristata	1	73	81	0	0
0	INTERNAL	13	0	6.8	82	1	0
1	13	14	0	54.4945	82	0	0
2	14	Sorex_fumeus	1	11.7055	82	0	0
3	14	Sorex_araneus	1	11.7055	82	0	0
4	13	Erinaceus_europaeus	1	66.2	82	0	0
5	INTERNAL	Condylura_cristata	1	73	82	0	0
0	INTERNAL	13	0	6.8	83	1	0
1	13	14	0	54.4945	83	0	0
2	14	Sorex_fumeus	1	11.7055	83	0	0
3	14	Sorex_araneus	1	11.7055	83	0	0
4	13	Erinaceus_europaeus	1	66.2	83	0	0
5	INTERNAL	Condylura_cristata	1	73	83	0	0
0	INTERNAL	13	0	6.8	84	0	0
1	13	14	0	54.4945	84	1	0
2	14	Sorex_fumeus	1	11.7055	84	0	0
3	14	Sorex_araneus	1	11.7055	84	1	0
4	13	Erinaceus_europaeus	1	66.2	84	0	0
5	INTERNAL	Condylura_cristata	1	73	84	0	0
0	INTERNAL	13	0	6.8	85	0	0
1	13	14	0	54.4945	85	0	0
2	14	Sorex_fumeus	1	11.7055	85	0	0
3	14	Sorex_araneus	1	11.7055	85	0	0
4	13	Erinaceus_europaeus	1	66.2	85	0	0
5	INTERNAL	Condylura_cristata	1	73	85	0	0
0	INTERNAL	13	0	6.8	86	0	0
1	13	14	0	54.4945	86	0	0
2	14	Sorex_fumeus	1	11.7055	86	0	0
3	14	Sorex_araneus	1	11.7055	86	0	0
4	13	Erinaceus_europaeus	1	66.2	86	0	0
5	INTERNAL	Condylura_cristata	1	73	86	0	0
0	INTERNAL	13	0	6.8	87	0	0
1	13	14	0	54.4945	87	0	0
2	14	Sorex_fumeus	1	11.7055	87	0	0
3	14	Sorex_araneus	1	11.7055	87	0	0
4	13	Erinaceus_europaeus	1	66.2	87	1	0
5	INTERNAL	Condylura_cristata	1	73	87	0	0
0	INTERNAL	13	0	6.8	88	0	0
1	13	14	0	54.4945	88	0	0
2	14	Sorex_fumeus	1	11.7055	88	0	0
3	14	Sorex_araneus	1	11.7055	88	0	0
4	13	Erinaceus_europaeus	1	66.2	88	0	0
5	INTERNAL	Condylura_cristata	1	73	88	0	0
0	INTERNAL	13	0	6.8	89	0	0
1	13	14	0	54.4945	89	0	0
2	14	Sorex_fumeus	1	11.7055	89	0	0
3	14	Sorex_araneus	1	11.7055	89	0	0
4	13	Erinaceus_europaeus	1	66.2	89	2	1
5	INTERNAL	Condylura_cristata	1	73	89	0	0
0	INTERNAL	13	0	6.8	90	0	0
1	13	14	0	54.4945	90	1	0
2	14	Sorex_fumeus	1	11.7055	90	0	0
3	14	Sorex_araneus	1	11.7055	90	0	0
4	13	Erinaceus_europaeus	1	66.2	90	0	0
5	INTERNAL	Condylura_cristata	1	73	90	0	0
0	INTERNAL	13	0	6.8	91	0	0
1	13	14	0	54.4945	91	0	0
2	14	Sorex_fumeus	1	11.7055	91	0	0
3	14	Sorex_araneus	1	11.7055	91	1	0
4	13	Erinaceus_europaeus	1	66.2	91	0	0
5	INTERNAL	Condylura_cristata	1	73	91	0	0
0	INTERNAL	13	0	6.8	92	0	0
1	13	14	0	54.4945	92	0	0
2	14	Sorex_fumeus	1	11.7055	92	0	0
3	14	Sorex_araneus	1	11.7055	92	0	0
4	13	Erinaceus_europaeus	1	66.2	92	0	0
5	INTERNAL	Condylura_cristata	1	73	92	0	0
0	INTERNAL	13	0	6.8	93	0	0
