branch	parent	child	child_is_tip	branch_length	site	nt_distance	is_multi_hit
13	35	Choloepus_didactylus	1	67.7286	7	0	0
0	INTERNAL	36	0	16.9992	8	0	0
1	36	14	0	71.3803	8	0	0
2	14	Loxodonta_africana	1	8.4397	8	0	0
3	14	Elephas_maximus	1	8.4397	8	0	0
4	36	37	0	4.72	8	0	0
5	37	25	0	7.205	8	0	0
6	25	13	0	3.895	8	0	0
7	13	Chrysochloris_asiatica	1	64	8	0	0
8	13	Echinops_telfairi	1	64	8	0	0
9	25	Elephantulus_edwardii	1	67.895	8	0	0
10	37	Orycteropus_afer	1	75.1	8	0	0
11	INTERNAL	35	0	29.0906	8	0	0
12	35	Dasypus_novemcinctus	1	67.7286	8	0	0
13	35	Choloepus_didactylus	1	67.7286	8	1	0
0	INTERNAL	36	0	16.9992	9	0	0
1	36	14	0	71.3803	9	0	0
2	14	Loxodonta_africana	1	8.4397	9	0	0
3	14	Elephas_maximus	1	8.4397	9	0	0
4	36	37	0	4.72	9	0	0
5	37	25	0	7.205	9	0	0
6	25	13	0	3.895	9	0	0
7	13	Chrysochloris_asiatica	1	64	9	0	0
8	13	Echinops_telfairi	1	64	9	0	0
9	25	Elephantulus_edwardii	1	67.895	9	0	0
10	37	Orycteropus_afer	1	75.1	9	0	0
11	INTERNAL	35	0	29.0906	9	0	0
12	35	Dasypus_novemcinctus	1	67.7286	9	0	0
13	35	Choloepus_didactylus	1	67.7286	9	0	0
0	INTERNAL	36	0	16.9992	10	0	0
1	36	14	0	71.3803	10	0	0
2	14	Loxodonta_africana	1	8.4397	10	0	0
3	14	Elephas_maximus	1	8.4397	10	0	0
4	36	37	0	4.72	10	0	0
5	37	25	0	7.205	10	1	0
6	25	13	0	3.895	10	0	0
7	13	Chrysochloris_asiatica	1	64	10	0	0
8	13	Echinops_telfairi	1	64	10	0	0
9	25	Elephantulus_edwardii	1	67.895	10	0	0
10	37	Orycteropus_afer	1	75.1	10	0	0
11	INTERNAL	35	0	29.0906	10	0	0
12	35	Dasypus_novemcinctus	1	67.7286	10	1	0
13	35	Choloepus_didactylus	1	67.7286	10	1	0
0	INTERNAL	36	0	16.9992	11	0	0
1	36	14	0	71.3803	11	0	0
2	14	Loxodonta_africana	1	8.4397	11	0	0
3	14	Elephas_maximus	1	8.4397	11	0	0
4	36	37	0	4.72	11	0	0
5	37	25	0	7.205	11	0	0
6	25	13	0	3.895	11	0	0
7	13	Chrysochloris_asiatica	1	64	11	0	0
8	13	Echinops_telfairi	1	64	11	2	1
9	25	Elephantulus_edwardii	1	67.895	11	0	0
10	37	Orycteropus_afer	1	75.1	11	0	0
11	INTERNAL	35	0	29.0906	11	0	0
12	35	Dasypus_novemcinctus	1	67.7286	11	1	0
13	35	Choloepus_didactylus	1	67.7286	11	0	0
0	INTERNAL	36	0	16.9992	12	0	0
1	36	14	0	71.3803	12	0	0
2	14	Loxodonta_africana	1	8.4397	12	0	0
3	14	Elephas_maximus	1	8.4397	12	0	0
4	36	37	0	4.72	12	0	0
5	37	25	0	7.205	12	0	0
6	25	13	0	3.895	12	0	0
7	13	Chrysochloris_asiatica	1	64	12	0	0
8	13	Echinops_telfairi	1	64	12	0	0
9	25	Elephantulus_edwardii	1	67.895	12	0	0
10	37	Orycteropus_afer	1	75.1	12	1	0
11	INTERNAL	35	0	29.0906	12	0	0
12	35	Dasypus_novemcinctus	1	67.7286	12	0	0
13	35	Choloepus_didactylus	1	67.7286	12	0	0
0	INTERNAL	36	0	16.9992	13	0	0
1	36	14	0	71.3803	13	0	0
2	14	Loxodonta_africana	1	8.4397	13	0	0
3	14	Elephas_maximus	1	8.4397	13	0	0
4	36	37	0	4.72	13	0	0
5	37	25	0	7.205	13	0	0
6	25	13	0	3.895	13	0	0
7	13	Chrysochloris_asiatica	1	64	13	0	0
8	13	Echinops_telfairi	1	64	13	0	0
9	25	Elephantulus_edwardii	1	67.895	13	0	0
10	37	Orycteropus_afer	1	75.1	13	0	0
11	INTERNAL	35	0	29.0906	13	0	0
12	35	Dasypus_novemcinctus	1	67.7286	13	1	0
13	35	Choloepus_didactylus	1	67.7286	13	0	0
0	INTERNAL	36	0	16.9992	14	0	0
1	36	14	0	71.3803	14	0	0
2	14	Loxodonta_africana	1	8.4397	14	0	0
3	14	Elephas_maximus	1	8.4397	14	0	0
4	36	37	0	4.72	14	0	0
5	37	25	0	7.205	14	0	0
6	25	13	0	3.895	14	0	0
7	13	Chrysochloris_asiatica	1	64	14	0	0
8	13	Echinops_telfairi	1	64	14	0	0
9	25	Elephantulus_edwardii	1	67.895	14	0	0
10	37	Orycteropus_afer	1	75.1	14	1	0
11	INTERNAL	35	0	29.0906	14	0	0
12	35	Dasypus_novemcinctus	1	67.7286	14	0	0
13	35	Choloepus_didactylus	1	67.7286	14	0	0
0	INTERNAL	36	0	16.9992	15	0	0
1	36	14	0	71.3803	15	1	0
2	14	Loxodonta_africana	1	8.4397	15	0	0
3	14	Elephas_maximus	1	8.4397	15	0	0
4	36	37	0	4.72	15	0	0
5	37	25	0	7.205	15	0	0
6	25	13	0	3.895	15	0	0
7	13	Chrysochloris_asiatica	1	64	15	0	0
8	13	Echinops_telfairi	1	64	15	0	0
9	25	Elephantulus_edwardii	1	67.895	15	0	0
10	37	Orycteropus_afer	1	75.1	15	0	0
11	INTERNAL	35	0	29.0906	15	0	0
12	35	Dasypus_novemcinctus	1	67.7286	15	0	0
13	35	Choloepus_didactylus	1	67.7286	15	0	0
0	INTERNAL	36	0	16.9992	16	0	0
1	36	14	0	71.3803	16	0	0
2	14	Loxodonta_africana	1	8.4397	16	0	0
3	14	Elephas_maximus	1	8.4397	16	0	0
4	36	37	0	4.72	16	0	0
5	37	25	0	7.205	16	0	0
6	25	13	0	3.895	16	0	0
7	13	Chrysochloris_asiatica	1	64	16	0	0
8	13	Echinops_telfairi	1	64	16	0	0
9	25	Elephantulus_edwardii	1	67.895	16	0	0
10	37	Orycteropus_afer	1	75.1	16	1	0
11	INTERNAL	35	0	29.0906	16	0	0
12	35	Dasypus_novemcinctus	1	67.7286	16	0	0
13	35	Choloepus_didactylus	1	67.7286	16	0	0
0	INTERNAL	36	0	16.9992	17	0	0
1	36	14	0	71.3803	17	0	0
2	14	Loxodonta_africana	1	8.4397	17	0	0
3	14	Elephas_maximus	1	8.4397	17	0	0
4	36	37	0	4.72	17	0	0
5	37	25	0	7.205	17	0	0
6	25	13	0	3.895	17	0	0
7	13	Chrysochloris_asiatica	1	64	17	1	0
8	13	Echinops_telfairi	1	64	17	0	0
9	25	Elephantulus_edwardii	1	67.895	17	0	0
10	37	Orycteropus_afer	1	75.1	17	0	0
11	INTERNAL	35	0	29.0906	17	0	0
12	35	Dasypus_novemcinctus	1	67.7286	17	0	0
13	35	Choloepus_didactylus	1	67.7286	17	1	0
0	INTERNAL	36	0	16.9992	18	0	0
1	36	14	0	71.3803	18	1	0
2	14	Loxodonta_africana	1	8.4397	18	0	0
3	14	Elephas_maximus	1	8.4397	18	0	0
4	36	37	0	4.72	18	0	0
5	37	25	0	7.205	18	1	0
6	25	13	0	3.895	18	0	0
7	13	Chrysochloris_asiatica	1	64	18	0	0
8	13	Echinops_telfairi	1	64	18	0	0
9	25	Elephantulus_edwardii	1	67.895	18	0	0
10	37	Orycteropus_afer	1	75.1	18	0	0
11	INTERNAL	35	0	29.0906	18	0	0
12	35	Dasypus_novemcinctus	1	67.7286	18	0	0
13	35	Choloepus_didactylus	1	67.7286	18	0	0
0	INTERNAL	36	0	16.9992	19	0	0
1	36	14	0	71.3803	19	0	0
2	14	Loxodonta_africana	1	8.4397	19	0	0
3	14	Elephas_maximus	1	8.4397	19	0	0
4	36	37	0	4.72	19	0	0
5	37	25	0	7.205	19	0	0
6	25	13	0	3.895	19	0	0
7	13	Chrysochloris_asiatica	1	64	19	0	0
8	13	Echinops_telfairi	1	64	19	1	0
9	25	Elephantulus_edwardii	1	67.895	19	0	0
10	37	Orycteropus_afer	1	75.1	19	0	0
11	INTERNAL	35	0	29.0906	19	0	0
12	35	Dasypus_novemcinctus	1	67.7286	19	0	0
13	35	Choloepus_didactylus	1	67.7286	19	0	0
0	INTERNAL	36	0	16.9992	20	0	0
1	36	14	0	71.3803	20	0	0
2	14	Loxodonta_africana	1	8.4397	20	0	0
3	14	Elephas_maximus	1	8.4397	20	0	0
4	36	37	0	4.72	20	0	0
5	37	25	0	7.205	20	0	0
6	25	13	0	3.895	20	0	0
7	13	Chrysochloris_asiatica	1	64	20	1	0
8	13	Echinops_telfairi	1	64	20	0	0
9	25	Elephantulus_edwardii	1	67.895	20	1	0
10	37	Orycteropus_afer	1	75.1	20	1	0
11	INTERNAL	35	0	29.0906	20	0	0
12	35	Dasypus_novemcinctus	1	67.7286	20	0	0
13	35	Choloepus_didactylus	1	67.7286	20	0	0
0	INTERNAL	36	0	16.9992	21	0	0
1	36	14	0	71.3803	21	0	0
2	14	Loxodonta_africana	1	8.4397	21	0	0
3	14	Elephas_maximus	1	8.4397	21	0	0
4	36	37	0	4.72	21	0	0
5	37	25	0	7.205	21	0	0
6	25	13	0	3.895	21	0	0
7	13	Chrysochloris_asiatica	1	64	21	0	0
8	13	Echinops_telfairi	1	64	21	0	0
9	25	Elephantulus_edwardii	1	67.895	21	0	0
10	37	Orycteropus_afer	1	75.1	21	0	0
11	INTERNAL	35	0	29.0906	21	0	0
12	35	Dasypus_novemcinctus	1	67.7286	21	0	0
13	35	Choloepus_didactylus	1	67.7286	21	0	0
0	INTERNAL	36	0	16.9992	22	0	0
1	36	14	0	71.3803	22	0	0
2	14	Loxodonta_africana	1	8.4397	22	0	0
3	14	Elephas_maximus	1	8.4397	22	0	0
4	36	37	0	4.72	22	0	0
5	37	25	0	7.205	22	0	0
6	25	13	0	3.895	22	0	0
7	13	Chrysochloris_asiatica	1	64	22	0	0
8	13	Echinops_telfairi	1	64	22	0	0
9	25	Elephantulus_edwardii	1	67.895	22	0	0
10	37	Orycteropus_afer	1	75.1	22	0	0
11	INTERNAL	35	0	29.0906	22	0	0
12	35	Dasypus_novemcinctus	1	67.7286	22	0	0
13	35	Choloepus_didactylus	1	67.7286	22	0	0
0	INTERNAL	36	0	16.9992	23	0	0
1	36	14	0	71.3803	23	0	0
2	14	Loxodonta_africana	1	8.4397	23	0	0
3	14	Elephas_maximus	1	8.4397	23	0	0
4	36	37	0	4.72	23	0	0
5	37	25	0	7.205	23	0	0
6	25	13	0	3.895	23	0	0
7	13	Chrysochloris_asiatica	1	64	23	0	0
8	13	Echinops_telfairi	1	64	23	0	0
9	25	Elephantulus_edwardii	1	67.895	23	0	0
10	37	Orycteropus_afer	1	75.1	23	0	0
11	INTERNAL	35	0	29.0906	23	0	0
12	35	Dasypus_novemcinctus	1	67.7286	23	1	0
13	35	Choloepus_didactylus	1	67.7286	23	0	0
0	INTERNAL	36	0	16.9992	24	0	0
1	36	14	0	71.3803	24	0	0
2	14	Loxodonta_africana	1	8.4397	24	0	0
3	14	Elephas_maximus	1	8.4397	24	0	0
4	36	37	0	4.72	24	0	0
5	37	25	0	7.205	24	0	0
6	25	13	0	3.895	24	0	0
7	13	Chrysochloris_asiatica	1	64	24	0	0
8	13	Echinops_telfairi	1	64	24	1	0
9	25	Elephantulus_edwardii	1	67.895	24	0	0
10	37	Orycteropus_afer	1	75.1	24	1	0
11	INTERNAL	35	0	29.0906	24	0	0
12	35	Dasypus_novemcinctus	1	67.7286	24	0	0
13	35	Choloepus_didactylus	1	67.7286	24	0	0
0	INTERNAL	36	0	16.9992	25	0	0
1	36	14	0	71.3803	25	0	0
2	14	Loxodonta_africana	1	8.4397	25	0	0
3	14	Elephas_maximus	1	8.4397	25	0	0
4	36	37	0	4.72	25	0	0
5	37	25	0	7.205	25	0	0
6	25	13	0	3.895	25	0	0
7	13	Chrysochloris_asiatica	1	64	25	0	0
8	13	Echinops_telfairi	1	64	25	0	0
9	25	Elephantulus_edwardii	1	67.895	25	1	0
10	37	Orycteropus_afer	1	75.1	25	1	0
11	INTERNAL	35	0	29.0906	25	0	0
12	35	Dasypus_novemcinctus	1	67.7286	25	0	0
13	35	Choloepus_didactylus	1	67.7286	25	0	0
0	INTERNAL	36	0	16.9992	26	0	0
1	36	14	0	71.3803	26	0	0
2	14	Loxodonta_africana	1	8.4397	26	0	0
3	14	Elephas_maximus	1	8.4397	26	0	0
4	36	37	0	4.72	26	0	0
5	37	25	0	7.205	26	0	0
6	25	13	0	3.895	26	0	0
7	13	Chrysochloris_asiatica	1	64	26	0	0
8	13	Echinops_telfairi	1	64	26	0	0
9	25	Elephantulus_edwardii	1	67.895	26	0	0
10	37	Orycteropus_afer	1	75.1	26	0	0
11	INTERNAL	35	0	29.0906	26	0	0
12	35	Dasypus_novemcinctus	1	67.7286	26	1	0
13	35	Choloepus_didactylus	1	67.7286	26	0	0
0	INTERNAL	36	0	16.9992	27	0	0
1	36	14	0	71.3803	27	0	0
2	14	Loxodonta_africana	1	8.4397	27	0	0
3	14	Elephas_maximus	1	8.4397	27	0	0
4	36	37	0	4.72	27	0	0
5	37	25	0	7.205	27	0	0
6	25	13	0	3.895	27	0	0
7	13	Chrysochloris_asiatica	1	64	27	0	0
8	13	Echinops_telfairi	1	64	27	1	0
9	25	Elephantulus_edwardii	1	67.895	27	0	0
10	37	Orycteropus_afer	1	75.1	27	0	0
11	INTERNAL	35	0	29.0906	27	0	0
12	35	Dasypus_novemcinctus	1	67.7286	27	0	0
13	35	Choloepus_didactylus	1	67.7286	27	1	0
0	INTERNAL	36	0	16.9992	28	0	0
1	36	14	0	71.3803	28	0	0
2	14	Loxodonta_africana	1	8.4397	28	0	0
3	14	Elephas_maximus	1	8.4397	28	0	0
4	36	37	0	4.72	28	0	0
5	37	25	0	7.205	28	0	0
6	25	13	0	3.895	28	0	0
7	13	Chrysochloris_asiatica	1	64	28	0	0
8	13	Echinops_telfairi	1	64	28	0	0
9	25	Elephantulus_edwardii	1	67.895	28	0	0
10	37	Orycteropus_afer	1	75.1	28	0	0
11	INTERNAL	35	0	29.0906	28	0	0
12	35	Dasypus_novemcinctus	1	67.7286	28	0	0
13	35	Choloepus_didactylus	1	67.7286	28	0	0
0	INTERNAL	36	0	16.9992	29	0	0
1	36	14	0	71.3803	29	0	0
2	14	Loxodonta_africana	1	8.4397	29	0	0
3	14	Elephas_maximus	1	8.4397	29	0	0
4	36	37	0	4.72	29	0	0
5	37	25	0	7.205	29	0	0
6	25	13	0	3.895	29	0	0
7	13	Chrysochloris_asiatica	1	64	29	0	0
8	13	Echinops_telfairi	1	64	29	0	0
9	25	Elephantulus_edwardii	1	67.895	29	0	0
10	37	Orycteropus_afer	1	75.1	29	0	0
11	INTERNAL	35	0	29.0906	29	0	0
12	35	Dasypus_novemcinctus	1	67.7286	29	0	0
13	35	Choloepus_didactylus	1	67.7286	29	0	0
0	INTERNAL	36	0	16.9992	30	0	0
1	36	14	0	71.3803	30	0	0
2	14	Loxodonta_africana	1	8.4397	30	0	0
3	14	Elephas_maximus	1	8.4397	30	0	0
4	36	37	0	4.72	30	0	0
5	37	25	0	7.205	30	0	0
6	25	13	0	3.895	30	0	0
7	13	Chrysochloris_asiatica	1	64	30	0	0
8	13	Echinops_telfairi	1	64	30	0	0
9	25	Elephantulus_edwardii	1	67.895	30	1	0
10	37	Orycteropus_afer	1	75.1	30	0	0
11	INTERNAL	35	0	29.0906	30	0	0
12	35	Dasypus_novemcinctus	1	67.7286	30	1	0
13	35	Choloepus_didactylus	1	67.7286	30	0	0
0	INTERNAL	36	0	16.9992	31	0	0
1	36	14	0	71.3803	31	0	0
2	14	Loxodonta_africana	1	8.4397	31	0	0
3	14	Elephas_maximus	1	8.4397	31	0	0
4	36	37	0	4.72	31	0	0
5	37	25	0	7.205	31	0	0
6	25	13	0	3.895	31	0	0
7	13	Chrysochloris_asiatica	1	64	31	0	0
8	13	Echinops_telfairi	1	64	31	0	0
9	25	Elephantulus_edwardii	1	67.895	31	0	0
10	37	Orycteropus_afer	1	75.1	31	0	0
11	INTERNAL	35	0	29.0906	31	0	0
12	35	Dasypus_novemcinctus	1	67.7286	31	0	0
13	35	Choloepus_didactylus	1	67.7286	31	0	0
0	INTERNAL	36	0	16.9992	32	0	0
1	36	14	0	71.3803	32	0	0
2	14	Loxodonta_africana	1	8.4397	32	0	0
3	14	Elephas_maximus	1	8.4397	32	0	0
4	36	37	0	4.72	32	0	0
5	37	25	0	7.205	32	0	0
6	25	13	0	3.895	32	0	0
7	13	Chrysochloris_asiatica	1	64	32	0	0
8	13	Echinops_telfairi	1	64	32	0	0
9	25	Elephantulus_edwardii	1	67.895	32	0	0
10	37	Orycteropus_afer	1	75.1	32	0	0
11	INTERNAL	35	0	29.0906	32	0	0
12	35	Dasypus_novemcinctus	1	67.7286	32	0	0
13	35	Choloepus_didactylus	1	67.7286	32	0	0
0	INTERNAL	36	0	16.9992	33	0	0
1	36	14	0	71.3803	33	0	0
2	14	Loxodonta_africana	1	8.4397	33	0	0
3	14	Elephas_maximus	1	8.4397	33	0	0
4	36	37	0	4.72	33	0	0
5	37	25	0	7.205	33	0	0
6	25	13	0	3.895	33	0	0
7	13	Chrysochloris_asiatica	1	64	33	0	0
8	13	Echinops_telfairi	1	64	33	0	0
9	25	Elephantulus_edwardii	1	67.895	33	0	0
10	37	Orycteropus_afer	1	75.1	33	0	0
11	INTERNAL	35	0	29.0906	33	0	0
12	35	Dasypus_novemcinctus	1	67.7286	33	0	0
13	35	Choloepus_didactylus	1	67.7286	33	0	0
0	INTERNAL	36	0	16.9992	34	0	0
1	36	14	0	71.3803	34	0	0
2	14	Loxodonta_africana	1	8.4397	34	0	0
3	14	Elephas_maximus	1	8.4397	34	0	0
4	36	37	0	4.72	34	0	0
5	37	25	0	7.205	34	0	0
6	25	13	0	3.895	34	0	0
7	13	Chrysochloris_asiatica	1	64	34	0	0
8	13	Echinops_telfairi	1	64	34	0	0
9	25	Elephantulus_edwardii	1	67.895	34	0	0
10	37	Orycteropus_afer	1	75.1	34	0	0
11	INTERNAL	35	0	29.0906	34	0	0
12	35	Dasypus_novemcinctus	1	67.7286	34	0	0
13	35	Choloepus_didactylus	1	67.7286	34	0	0
0	INTERNAL	36	0	16.9992	35	0	0
1	36	14	0	71.3803	35	0	0
2	14	Loxodonta_africana	1	8.4397	35	0	0
3	14	Elephas_maximus	1	8.4397	35	0	0
4	36	37	0	4.72	35	0	0
5	37	25	0	7.205	35	0	0
6	25	13	0	3.895	35	0	0
7	13	Chrysochloris_asiatica	1	64	35	0	0
8	13	Echinops_telfairi	1	64	35	1	0
9	25	Elephantulus_edwardii	1	67.895	35	0	0
10	37	Orycteropus_afer	1	75.1	35	0	0
11	INTERNAL	35	0	29.0906	35	0	0
12	35	Dasypus_novemcinctus	1	67.7286	35	0	0
13	35	Choloepus_didactylus	1	67.7286	35	0	0
0	INTERNAL	36	0	16.9992	36	0	0
1	36	14	0	71.3803	36	1	0
2	14	Loxodonta_africana	1	8.4397	36	0	0
3	14	Elephas_maximus	1	8.4397	36	0	0
4	36	37	0	4.72	36	0	0
5	37	25	0	7.205	36	0	0
6	25	13	0	3.895	36	0	0
7	13	Chrysochloris_asiatica	1	64	36	1	0
8	13	Echinops_telfairi	1	64	36	0	0
9	25	Elephantulus_edwardii	1	67.895	36	0	0
10	37	Orycteropus_afer	1	75.1	36	0	0
11	INTERNAL	35	0	29.0906	36	0	0
12	35	Dasypus_novemcinctus	1	67.7286	36	1	0
13	35	Choloepus_didactylus	1	67.7286	36	0	0
0	INTERNAL	36	0	16.9992	37	0	0
1	36	14	0	71.3803	37	0	0
2	14	Loxodonta_africana	1	8.4397	37	0	0
3	14	Elephas_maximus	1	8.4397	37	0	0
4	36	37	0	4.72	37	0	0
5	37	25	0	7.205	37	0	0
6	25	13	0	3.895	37	0	0
7	13	Chrysochloris_asiatica	1	64	37	0	0
8	13	Echinops_telfairi	1	64	37	0	0
9	25	Elephantulus_edwardii	1	67.895	37	0	0
10	37	Orycteropus_afer	1	75.1	37	0	0
11	INTERNAL	35	0	29.0906	37	0	0
12	35	Dasypus_novemcinctus	1	67.7286	37	0	0
13	35	Choloepus_didactylus	1	67.7286	37	1	0
0	INTERNAL	36	0	16.9992	38	0	0
1	36	14	0	71.3803	38	0	0
2	14	Loxodonta_africana	1	8.4397	38	0	0
3	14	Elephas_maximus	1	8.4397	38	0	0
4	36	37	0	4.72	38	0	0
5	37	25	0	7.205	38	0	0
6	25	13	0	3.895	38	0	0
7	13	Chrysochloris_asiatica	1	64	38	0	0
8	13	Echinops_telfairi	1	64	38	1	0
9	25	Elephantulus_edwardii	1	67.895	38	0	0
10	37	Orycteropus_afer	1	75.1	38	0	0
11	INTERNAL	35	0	29.0906	38	0	0
12	35	Dasypus_novemcinctus	1	67.7286	38	0	0
13	35	Choloepus_didactylus	1	67.7286	38	0	0
0	INTERNAL	36	0	16.9992	39	0	0
1	36	14	0	71.3803	39	0	0
2	14	Loxodonta_africana	1	8.4397	39	0	0
3	14	Elephas_maximus	1	8.4397	39	0	0
4	36	37	0	4.72	39	0	0
5	37	25	0	7.205	39	0	0
6	25	13	0	3.895	39	0	0
7	13	Chrysochloris_asiatica	1	64	39	0	0
8	13	Echinops_telfairi	1	64	39	0	0
9	25	Elephantulus_edwardii	1	67.895	39	0	0
10	37	Orycteropus_afer	1	75.1	39	0	0
11	INTERNAL	35	0	29.0906	39	0	0
12	35	Dasypus_novemcinctus	1	67.7286	39	0	0
13	35	Choloepus_didactylus	1	67.7286	39	0	0
0	INTERNAL	36	0	16.9992	40	0	0
1	36	14	0	71.3803	40	0	0
2	14	Loxodonta_africana	1	8.4397	40	0	0
3	14	Elephas_maximus	1	8.4397	40	0	0
4	36	37	0	4.72	40	0	0
5	37	25	0	7.205	40	0	0
6	25	13	0	3.895	40	0	0
7	13	Chrysochloris_asiatica	1	64	40	0	0
8	13	Echinops_telfairi	1	64	40	0	0
9	25	Elephantulus_edwardii	1	67.895	40	1	0
10	37	Orycteropus_afer	1	75.1	40	0	0
11	INTERNAL	35	0	29.0906	40	0	0
12	35	Dasypus_novemcinctus	1	67.7286	40	0	0
13	35	Choloepus_didactylus	1	67.7286	40	0	0
0	INTERNAL	36	0	16.9992	41	0	0
1	36	14	0	71.3803	41	0	0
2	14	Loxodonta_africana	1	8.4397	41	0	0
3	14	Elephas_maximus	1	8.4397	41	0	0
4	36	37	0	4.72	41	0	0
5	37	25	0	7.205	41	0	0
6	25	13	0	3.895	41	0	0
7	13	Chrysochloris_asiatica	1	64	41	0	0
8	13	Echinops_telfairi	1	64	41	0	0
9	25	Elephantulus_edwardii	1	67.895	41	0	0
10	37	Orycteropus_afer	1	75.1	41	0	0
11	INTERNAL	35	0	29.0906	41	0	0
12	35	Dasypus_novemcinctus	1	67.7286	41	0	0
13	35	Choloepus_didactylus	1	67.7286	41	0	0
0	INTERNAL	36	0	16.9992	42	0	0
1	36	14	0	71.3803	42	0	0
2	14	Loxodonta_africana	1	8.4397	42	0	0
3	14	Elephas_maximus	1	8.4397	42	0	0
