branch	parent	child	child_is_tip	branch_length	site	nt_distance	is_multi_hit
8	13	Otolemur_garnettii	1	39.0393	2	0	0
9	35	36	0	23.3	2	0	0
10	36	25	0	0.06	2	0	0
11	25	Propithecus_coquereli	1	35.94	2	0	0
12	25	Microcebus_murinus	1	35.94	2	0	0
13	36	37	0	16.27	2	0	0
14	37	Lemur_catta	1	19.73	2	0	0
15	37	Eulemur_rufifrons	1	19.73	2	0	0
16	71	77	0	5.15492	2	0	0
17	77	97	0	25.7	2	0	0
18	97	51	0	25.0165	2	0	0
19	51	34	0	1.48348	2	0	0
20	34	Aotus_nancymaae	1	16.4	2	0	0
21	34	Callithrix_jacchus	1	16.4	2	0	0
22	51	33	0	2.48348	2	0	0
23	33	43	0	9.22	2	0	0
24	43	Cebus_imitator	1	6.18	2	0	0
25	43	Sapajus_apella	1	6.18	2	0	0
26	33	Saimiri_boliviensis	1	15.2967	2	0	0
27	97	98	0	14.08	2	0	0
28	98	63	0	9.36286	2	0	0
29	63	49	0	10.924	2	0	0
30	49	50	0	1.12418	2	0	0
31	50	Symphalangus_syndactylus	1	7.409	2	0	0
32	50	Hylobates_moloch	1	7.409	2	0	0
33	49	Nomascus_leucogenys	1	8.53318	2	0	0
34	63	48	0	4.25714	2	0	0
35	48	60	0	6.6	2	0	0
36	60	Gorilla_gorilla	1	8.6	2	0	0
37	60	57	0	2.2	2	0	0
38	57	Homo_sapiens	1	6.4	2	0	0
39	57	Pan_paniscus	1	6.4	2	1	0
40	48	56	0	11.09	2	0	0
41	56	Pongo_pygmaeus	1	4.11	2	0	0
42	56	Pongo_abelii	1	4.11	2	0	0
43	98	78	0	11.065	2	0	0
44	78	82	0	5.42784	2	0	0
45	82	Chlorocebus_sabaeus	1	12.3272	2	0	0
46	82	83	0	1.87316	2	0	0
47	83	73	0	2.954	2	0	0
48	73	47	0	2.98	2	0	0
49	47	Papio_anubis	1	4.52	2	0	0
50	47	Theropithecus_gelada	1	4.52	2	0	0
51	73	68	0	2.7663	2	0	0
52	68	Mandrillus_leucophaeus	1	4.7337	2	0	0
53	68	Cercocebus_atys	1	4.7337	2	0	0
54	83	87	0	5.95678	2	0	0
55	87	84	0	0.2888	2	0	0
56	84	Macaca_thibetana	1	4.20842	2	0	0
57	84	72	0	0.89101	2	0	0
58	72	Macaca_mulatta	1	3.31741	2	0	0
59	72	Macaca_fascicularis	1	3.31741	2	0	0
60	87	Macaca_nemestrina	1	4.49722	2	0	0
61	78	92	0	4.96845	2	0	0
62	92	79	0	2.67772	2	0	0
63	79	Trachypithecus_francoisi	1	10.1088	2	0	0
64	79	80	0	7.91883	2	0	0
65	80	Rhinopithecus_roxellana	1	2.19	2	0	0
66	80	Rhinopithecus_bieti	1	2.19	2	0	0
67	92	94	0	2.43155	2	0	0
68	94	Piliocolobus_tephrosceles	1	10.355	2	1	0
69	94	Colobus_angolensis	1	10.355	2	0	0
70	77	Carlito_syrichta	1	68.6	2	0	0
71	INTERNAL	Tupaia_chinensis	1	84.73	2	0	0
0	INTERNAL	67	0	5.3653	3	1	0
1	67	14	0	59.5647	3	0	0
2	14	Cynocephalus_volans	1	19.8	3	0	0
3	14	Galeopterus_variegatus	1	19.8	3	0	0
4	67	71	0	5.60978	3	0	0
5	71	35	0	14.4549	3	0	0
6	35	13	0	20.2607	3	0	0
7	13	Nycticebus_coucang	1	39.0393	3	0	0
8	13	Otolemur_garnettii	1	39.0393	3	0	0
9	35	36	0	23.3	3	0	0
10	36	25	0	0.06	3	0	0
11	25	Propithecus_coquereli	1	35.94	3	0	0
12	25	Microcebus_murinus	1	35.94	3	0	0
13	36	37	0	16.27	3	0	0
14	37	Lemur_catta	1	19.73	3	0	0
15	37	Eulemur_rufifrons	1	19.73	3	1	0
16	71	77	0	5.15492	3	0	0
17	77	97	0	25.7	3	0	0
18	97	51	0	25.0165	3	0	0
19	51	34	0	1.48348	3	0	0
20	34	Aotus_nancymaae	1	16.4	3	0	0
21	34	Callithrix_jacchus	1	16.4	3	0	0
22	51	33	0	2.48348	3	0	0
23	33	43	0	9.22	3	0	0
24	43	Cebus_imitator	1	6.18	3	0	0
25	43	Sapajus_apella	1	6.18	3	0	0
26	33	Saimiri_boliviensis	1	15.2967	3	0	0
27	97	98	0	14.08	3	0	0
28	98	63	0	9.36286	3	1	0
29	63	49	0	10.924	3	0	0
30	49	50	0	1.12418	3	0	0
31	50	Symphalangus_syndactylus	1	7.409	3	0	0
32	50	Hylobates_moloch	1	7.409	3	0	0
33	49	Nomascus_leucogenys	1	8.53318	3	0	0
34	63	48	0	4.25714	3	0	0
35	48	60	0	6.6	3	0	0
36	60	Gorilla_gorilla	1	8.6	3	0	0
37	60	57	0	2.2	3	0	0
38	57	Homo_sapiens	1	6.4	3	0	0
39	57	Pan_paniscus	1	6.4	3	0	0
40	48	56	0	11.09	3	0	0
41	56	Pongo_pygmaeus	1	4.11	3	0	0
42	56	Pongo_abelii	1	4.11	3	0	0
43	98	78	0	11.065	3	0	0
44	78	82	0	5.42784	3	0	0
45	82	Chlorocebus_sabaeus	1	12.3272	3	0	0
46	82	83	0	1.87316	3	0	0
47	83	73	0	2.954	3	0	0
48	73	47	0	2.98	3	0	0
49	47	Papio_anubis	1	4.52	3	0	0
50	47	Theropithecus_gelada	1	4.52	3	0	0
51	73	68	0	2.7663	3	0	0
52	68	Mandrillus_leucophaeus	1	4.7337	3	0	0
53	68	Cercocebus_atys	1	4.7337	3	0	0
54	83	87	0	5.95678	3	0	0
55	87	84	0	0.2888	3	0	0
56	84	Macaca_thibetana	1	4.20842	3	0	0
57	84	72	0	0.89101	3	0	0
58	72	Macaca_mulatta	1	3.31741	3	0	0
59	72	Macaca_fascicularis	1	3.31741	3	0	0
60	87	Macaca_nemestrina	1	4.49722	3	0	0
61	78	92	0	4.96845	3	0	0
62	92	79	0	2.67772	3	0	0
63	79	Trachypithecus_francoisi	1	10.1088	3	0	0
64	79	80	0	7.91883	3	0	0
65	80	Rhinopithecus_roxellana	1	2.19	3	0	0
66	80	Rhinopithecus_bieti	1	2.19	3	0	0
67	92	94	0	2.43155	3	0	0
68	94	Piliocolobus_tephrosceles	1	10.355	3	0	0
69	94	Colobus_angolensis	1	10.355	3	0	0
70	77	Carlito_syrichta	1	68.6	3	0	0
71	INTERNAL	Tupaia_chinensis	1	84.73	3	0	0
0	INTERNAL	67	0	5.3653	4	0	0
1	67	14	0	59.5647	4	0	0
2	14	Cynocephalus_volans	1	19.8	4	0	0
3	14	Galeopterus_variegatus	1	19.8	4	0	0
4	67	71	0	5.60978	4	0	0
5	71	35	0	14.4549	4	0	0
6	35	13	0	20.2607	4	0	0
7	13	Nycticebus_coucang	1	39.0393	4	0	0
8	13	Otolemur_garnettii	1	39.0393	4	0	0
9	35	36	0	23.3	4	0	0
10	36	25	0	0.06	4	0	0
11	25	Propithecus_coquereli	1	35.94	4	0	0
12	25	Microcebus_murinus	1	35.94	4	0	0
13	36	37	0	16.27	4	0	0
14	37	Lemur_catta	1	19.73	4	0	0
15	37	Eulemur_rufifrons	1	19.73	4	0	0
16	71	77	0	5.15492	4	0	0
17	77	97	0	25.7	4	1	0
18	97	51	0	25.0165	4	0	0
19	51	34	0	1.48348	4	0	0
20	34	Aotus_nancymaae	1	16.4	4	0	0
21	34	Callithrix_jacchus	1	16.4	4	0	0
22	51	33	0	2.48348	4	0	0
23	33	43	0	9.22	4	0	0
24	43	Cebus_imitator	1	6.18	4	0	0
25	43	Sapajus_apella	1	6.18	4	0	0
26	33	Saimiri_boliviensis	1	15.2967	4	0	0
27	97	98	0	14.08	4	0	0
28	98	63	0	9.36286	4	0	0
29	63	49	0	10.924	4	0	0
30	49	50	0	1.12418	4	0	0
31	50	Symphalangus_syndactylus	1	7.409	4	0	0
32	50	Hylobates_moloch	1	7.409	4	0	0
33	49	Nomascus_leucogenys	1	8.53318	4	0	0
34	63	48	0	4.25714	4	0	0
35	48	60	0	6.6	4	0	0
36	60	Gorilla_gorilla	1	8.6	4	0	0
37	60	57	0	2.2	4	0	0
38	57	Homo_sapiens	1	6.4	4	0	0
39	57	Pan_paniscus	1	6.4	4	0	0
40	48	56	0	11.09	4	0	0
41	56	Pongo_pygmaeus	1	4.11	4	0	0
42	56	Pongo_abelii	1	4.11	4	0	0
43	98	78	0	11.065	4	0	0
44	78	82	0	5.42784	4	0	0
45	82	Chlorocebus_sabaeus	1	12.3272	4	0	0
46	82	83	0	1.87316	4	0	0
47	83	73	0	2.954	4	0	0
48	73	47	0	2.98	4	0	0
49	47	Papio_anubis	1	4.52	4	0	0
50	47	Theropithecus_gelada	1	4.52	4	0	0
51	73	68	0	2.7663	4	0	0
52	68	Mandrillus_leucophaeus	1	4.7337	4	0	0
53	68	Cercocebus_atys	1	4.7337	4	0	0
54	83	87	0	5.95678	4	0	0
55	87	84	0	0.2888	4	0	0
56	84	Macaca_thibetana	1	4.20842	4	0	0
57	84	72	0	0.89101	4	0	0
58	72	Macaca_mulatta	1	3.31741	4	0	0
59	72	Macaca_fascicularis	1	3.31741	4	0	0
60	87	Macaca_nemestrina	1	4.49722	4	0	0
61	78	92	0	4.96845	4	0	0
62	92	79	0	2.67772	4	0	0
63	79	Trachypithecus_francoisi	1	10.1088	4	0	0
64	79	80	0	7.91883	4	0	0
65	80	Rhinopithecus_roxellana	1	2.19	4	0	0
66	80	Rhinopithecus_bieti	1	2.19	4	0	0
67	92	94	0	2.43155	4	0	0
68	94	Piliocolobus_tephrosceles	1	10.355	4	0	0
69	94	Colobus_angolensis	1	10.355	4	0	0
70	77	Carlito_syrichta	1	68.6	4	0	0
71	INTERNAL	Tupaia_chinensis	1	84.73	4	2	1
0	INTERNAL	67	0	5.3653	5	0	0
1	67	14	0	59.5647	5	0	0
2	14	Cynocephalus_volans	1	19.8	5	0	0
3	14	Galeopterus_variegatus	1	19.8	5	0	0
4	67	71	0	5.60978	5	0	0
5	71	35	0	14.4549	5	0	0
6	35	13	0	20.2607	5	0	0
7	13	Nycticebus_coucang	1	39.0393	5	0	0
8	13	Otolemur_garnettii	1	39.0393	5	0	0
9	35	36	0	23.3	5	0	0
10	36	25	0	0.06	5	0	0
11	25	Propithecus_coquereli	1	35.94	5	0	0
12	25	Microcebus_murinus	1	35.94	5	0	0
13	36	37	0	16.27	5	0	0
14	37	Lemur_catta	1	19.73	5	0	0
15	37	Eulemur_rufifrons	1	19.73	5	0	0
16	71	77	0	5.15492	5	0	0
17	77	97	0	25.7	5	0	0
18	97	51	0	25.0165	5	0	0
19	51	34	0	1.48348	5	0	0
20	34	Aotus_nancymaae	1	16.4	5	0	0
21	34	Callithrix_jacchus	1	16.4	5	0	0
22	51	33	0	2.48348	5	0	0
23	33	43	0	9.22	5	0	0
24	43	Cebus_imitator	1	6.18	5	0	0
25	43	Sapajus_apella	1	6.18	5	0	0
26	33	Saimiri_boliviensis	1	15.2967	5	0	0
27	97	98	0	14.08	5	0	0
28	98	63	0	9.36286	5	0	0
29	63	49	0	10.924	5	0	0
30	49	50	0	1.12418	5	0	0
31	50	Symphalangus_syndactylus	1	7.409	5	0	0
32	50	Hylobates_moloch	1	7.409	5	0	0
33	49	Nomascus_leucogenys	1	8.53318	5	0	0
34	63	48	0	4.25714	5	0	0
35	48	60	0	6.6	5	0	0
36	60	Gorilla_gorilla	1	8.6	5	0	0
37	60	57	0	2.2	5	0	0
38	57	Homo_sapiens	1	6.4	5	0	0
39	57	Pan_paniscus	1	6.4	5	0	0
40	48	56	0	11.09	5	0	0
41	56	Pongo_pygmaeus	1	4.11	5	0	0
42	56	Pongo_abelii	1	4.11	5	0	0
43	98	78	0	11.065	5	0	0
44	78	82	0	5.42784	5	0	0
45	82	Chlorocebus_sabaeus	1	12.3272	5	0	0
46	82	83	0	1.87316	5	0	0
47	83	73	0	2.954	5	0	0
48	73	47	0	2.98	5	0	0
49	47	Papio_anubis	1	4.52	5	0	0
50	47	Theropithecus_gelada	1	4.52	5	0	0
51	73	68	0	2.7663	5	0	0
52	68	Mandrillus_leucophaeus	1	4.7337	5	0	0
53	68	Cercocebus_atys	1	4.7337	5	0	0
54	83	87	0	5.95678	5	0	0
55	87	84	0	0.2888	5	0	0
56	84	Macaca_thibetana	1	4.20842	5	0	0
57	84	72	0	0.89101	5	0	0
58	72	Macaca_mulatta	1	3.31741	5	0	0
59	72	Macaca_fascicularis	1	3.31741	5	0	0
60	87	Macaca_nemestrina	1	4.49722	5	0	0
61	78	92	0	4.96845	5	0	0
62	92	79	0	2.67772	5	0	0
63	79	Trachypithecus_francoisi	1	10.1088	5	0	0
64	79	80	0	7.91883	5	0	0
65	80	Rhinopithecus_roxellana	1	2.19	5	0	0
66	80	Rhinopithecus_bieti	1	2.19	5	0	0
67	92	94	0	2.43155	5	0	0
68	94	Piliocolobus_tephrosceles	1	10.355	5	0	0
69	94	Colobus_angolensis	1	10.355	5	1	0
70	77	Carlito_syrichta	1	68.6	5	1	0
71	INTERNAL	Tupaia_chinensis	1	84.73	5	0	0
0	INTERNAL	67	0	5.3653	6	0	0
1	67	14	0	59.5647	6	0	0
2	14	Cynocephalus_volans	1	19.8	6	0	0
3	14	Galeopterus_variegatus	1	19.8	6	0	0
4	67	71	0	5.60978	6	0	0
5	71	35	0	14.4549	6	0	0
6	35	13	0	20.2607	6	0	0
7	13	Nycticebus_coucang	1	39.0393	6	0	0
8	13	Otolemur_garnettii	1	39.0393	6	2	1
9	35	36	0	23.3	6	0	0
10	36	25	0	0.06	6	0	0
11	25	Propithecus_coquereli	1	35.94	6	0	0
12	25	Microcebus_murinus	1	35.94	6	1	0
13	36	37	0	16.27	6	0	0
14	37	Lemur_catta	1	19.73	6	0	0
15	37	Eulemur_rufifrons	1	19.73	6	0	0
16	71	77	0	5.15492	6	0	0
17	77	97	0	25.7	6	0	0
18	97	51	0	25.0165	6	0	0
19	51	34	0	1.48348	6	0	0
20	34	Aotus_nancymaae	1	16.4	6	0	0
21	34	Callithrix_jacchus	1	16.4	6	0	0
22	51	33	0	2.48348	6	0	0
23	33	43	0	9.22	6	1	0
24	43	Cebus_imitator	1	6.18	6	0	0
25	43	Sapajus_apella	1	6.18	6	0	0
26	33	Saimiri_boliviensis	1	15.2967	6	0	0
27	97	98	0	14.08	6	0	0
28	98	63	0	9.36286	6	0	0
29	63	49	0	10.924	6	0	0
30	49	50	0	1.12418	6	0	0
31	50	Symphalangus_syndactylus	1	7.409	6	0	0
32	50	Hylobates_moloch	1	7.409	6	0	0
33	49	Nomascus_leucogenys	1	8.53318	6	0	0
34	63	48	0	4.25714	6	0	0
35	48	60	0	6.6	6	0	0
36	60	Gorilla_gorilla	1	8.6	6	0	0
37	60	57	0	2.2	6	0	0
38	57	Homo_sapiens	1	6.4	6	0	0
39	57	Pan_paniscus	1	6.4	6	0	0
40	48	56	0	11.09	6	0	0
41	56	Pongo_pygmaeus	1	4.11	6	0	0
42	56	Pongo_abelii	1	4.11	6	0	0
43	98	78	0	11.065	6	0	0
44	78	82	0	5.42784	6	0	0
45	82	Chlorocebus_sabaeus	1	12.3272	6	0	0
46	82	83	0	1.87316	6	0	0
47	83	73	0	2.954	6	0	0
48	73	47	0	2.98	6	0	0
49	47	Papio_anubis	1	4.52	6	0	0
50	47	Theropithecus_gelada	1	4.52	6	0	0
51	73	68	0	2.7663	6	0	0
52	68	Mandrillus_leucophaeus	1	4.7337	6	0	0
53	68	Cercocebus_atys	1	4.7337	6	0	0
54	83	87	0	5.95678	6	0	0
55	87	84	0	0.2888	6	0	0
56	84	Macaca_thibetana	1	4.20842	6	0	0
57	84	72	0	0.89101	6	0	0
58	72	Macaca_mulatta	1	3.31741	6	0	0
59	72	Macaca_fascicularis	1	3.31741	6	0	0
60	87	Macaca_nemestrina	1	4.49722	6	0	0
61	78	92	0	4.96845	6	0	0
62	92	79	0	2.67772	6	0	0
63	79	Trachypithecus_francoisi	1	10.1088	6	0	0
64	79	80	0	7.91883	6	0	0
65	80	Rhinopithecus_roxellana	1	2.19	6	0	0
66	80	Rhinopithecus_bieti	1	2.19	6	0	0
67	92	94	0	2.43155	6	0	0
68	94	Piliocolobus_tephrosceles	1	10.355	6	0	0
69	94	Colobus_angolensis	1	10.355	6	0	0
70	77	Carlito_syrichta	1	68.6	6	0	0
71	INTERNAL	Tupaia_chinensis	1	84.73	6	0	0
0	INTERNAL	67	0	5.3653	7	0	0
1	67	14	0	59.5647	7	0	0
2	14	Cynocephalus_volans	1	19.8	7	0	0
3	14	Galeopterus_variegatus	1	19.8	7	0	0
4	67	71	0	5.60978	7	0	0
5	71	35	0	14.4549	7	0	0
6	35	13	0	20.2607	7	0	0
7	13	Nycticebus_coucang	1	39.0393	7	0	0
8	13	Otolemur_garnettii	1	39.0393	7	0	0
9	35	36	0	23.3	7	0	0
10	36	25	0	0.06	7	0	0
11	25	Propithecus_coquereli	1	35.94	7	0	0
12	25	Microcebus_murinus	1	35.94	7	0	0
13	36	37	0	16.27	7	0	0
14	37	Lemur_catta	1	19.73	7	0	0
15	37	Eulemur_rufifrons	1	19.73	7	0	0
16	71	77	0	5.15492	7	0	0
17	77	97	0	25.7	7	1	0
18	97	51	0	25.0165	7	0	0
19	51	34	0	1.48348	7	0	0
20	34	Aotus_nancymaae	1	16.4	7	0	0
21	34	Callithrix_jacchus	1	16.4	7	0	0
22	51	33	0	2.48348	7	0	0
23	33	43	0	9.22	7	0	0
24	43	Cebus_imitator	1	6.18	7	0	0
25	43	Sapajus_apella	1	6.18	7	0	0
26	33	Saimiri_boliviensis	1	15.2967	7	0	0
27	97	98	0	14.08	7	0	0
28	98	63	0	9.36286	7	0	0
29	63	49	0	10.924	7	0	0
30	49	50	0	1.12418	7	0	0
31	50	Symphalangus_syndactylus	1	7.409	7	0	0
32	50	Hylobates_moloch	1	7.409	7	0	0
33	49	Nomascus_leucogenys	1	8.53318	7	0	0
34	63	48	0	4.25714	7	0	0
35	48	60	0	6.6	7	0	0
36	60	Gorilla_gorilla	1	8.6	7	0	0
37	60	57	0	2.2	7	0	0
38	57	Homo_sapiens	1	6.4	7	0	0
39	57	Pan_paniscus	1	6.4	7	0	0
40	48	56	0	11.09	7	0	0
41	56	Pongo_pygmaeus	1	4.11	7	0	0
42	56	Pongo_abelii	1	4.11	7	0	0
43	98	78	0	11.065	7	0	0
44	78	82	0	5.42784	7	0	0
45	82	Chlorocebus_sabaeus	1	12.3272	7	0	0
46	82	83	0	1.87316	7	0	0
47	83	73	0	2.954	7	0	0
48	73	47	0	2.98	7	0	0
49	47	Papio_anubis	1	4.52	7	0	0
50	47	Theropithecus_gelada	1	4.52	7	0	0
51	73	68	0	2.7663	7	0	0
52	68	Mandrillus_leucophaeus	1	4.7337	7	0	0
53	68	Cercocebus_atys	1	4.7337	7	0	0
54	83	87	0	5.95678	7	0	0
55	87	84	0	0.2888	7	0	0
56	84	Macaca_thibetana	1	4.20842	7	0	0
57	84	72	0	0.89101	7	0	0
58	72	Macaca_mulatta	1	3.31741	7	0	0
59	72	Macaca_fascicularis	1	3.31741	7	0	0
60	87	Macaca_nemestrina	1	4.49722	7	0	0
61	78	92	0	4.96845	7	0	0
62	92	79	0	2.67772	7	0	0
63	79	Trachypithecus_francoisi	1	10.1088	7	1	0
64	79	80	0	7.91883	7	0	0
65	80	Rhinopithecus_roxellana	1	2.19	7	0	0
66	80	Rhinopithecus_bieti	1	2.19	7	0	0
67	92	94	0	2.43155	7	0	0
68	94	Piliocolobus_tephrosceles	1	10.355	7	0	0
69	94	Colobus_angolensis	1	10.355	7	0	0
70	77	Carlito_syrichta	1	68.6	7	0	0
71	INTERNAL	Tupaia_chinensis	1	84.73	7	0	0
0	INTERNAL	67	0	5.3653	8	0	0
1	67	14	0	59.5647	8	0	0
2	14	Cynocephalus_volans	1	19.8	8	0	0
3	14	Galeopterus_variegatus	1	19.8	8	0	0
4	67	71	0	5.60978	8	0	0
5	71	35	0	14.4549	8	0	0
6	35	13	0	20.2607	8	0	0
7	13	Nycticebus_coucang	1	39.0393	8	0	0
8	13	Otolemur_garnettii	1	39.0393	8	0	0
9	35	36	0	23.3	8	0	0
10	36	25	0	0.06	8	0	0
11	25	Propithecus_coquereli	1	35.94	8	0	0
12	25	Microcebus_murinus	1	35.94	8	0	0
13	36	37	0	16.27	8	0	0
14	37	Lemur_catta	1	19.73	8	0	0
15	37	Eulemur_rufifrons	1	19.73	8	0	0
16	71	77	0	5.15492	8	0	0
17	77	97	0	25.7	8	0	0
18	97	51	0	25.0165	8	0	0
19	51	34	0	1.48348	8	0	0
20	34	Aotus_nancymaae	1	16.4	8	0	0
21	34	Callithrix_jacchus	1	16.4	8	0	0
22	51	33	0	2.48348	8	0	0
23	33	43	0	9.22	8	0	0
24	43	Cebus_imitator	1	6.18	8	0	0
25	43	Sapajus_apella	1	6.18	8	0	0
26	33	Saimiri_boliviensis	1	15.2967	8	0	0
27	97	98	0	14.08	8	0	0
28	98	63	0	9.36286	8	0	0
29	63	49	0	10.924	8	0	0
30	49	50	0	1.12418	8	0	0
31	50	Symphalangus_syndactylus	1	7.409	8	0	0
32	50	Hylobates_moloch	1	7.409	8	0	0
33	49	Nomascus_leucogenys	1	8.53318	8	0	0
34	63	48	0	4.25714	8	0	0
35	48	60	0	6.6	8	0	0
36	60	Gorilla_gorilla	1	8.6	8	0	0
37	60	57	0	2.2	8	0	0
38	57	Homo_sapiens	1	6.4	8	0	0
39	57	Pan_paniscus	1	6.4	8	0	0
40	48	56	0	11.09	8	0	0
41	56	Pongo_pygmaeus	1	4.11	8	0	0
42	56	Pongo_abelii	1	4.11	8	0	0
43	98	78	0	11.065	8	0	0
44	78	82	0	5.42784	8	0	0
45	82	Chlorocebus_sabaeus	1	12.3272	8	0	0
46	82	83	0	1.87316	8	0	0
47	83	73	0	2.954	8	0	0
48	73	47	0	2.98	8	0	0
49	47	Papio_anubis	1	4.52	8	0	0
50	47	Theropithecus_gelada	1	4.52	8	0	0
51	73	68	0	2.7663	8	0	0
52	68	Mandrillus_leucophaeus	1	4.7337	8	0	0
53	68	Cercocebus_atys	1	4.7337	8	0	0
54	83	87	0	5.95678	8	0	0
55	87	84	0	0.2888	8	0	0
56	84	Macaca_thibetana	1	4.20842	8	0	0
57	84	72	0	0.89101	8	0	0
58	72	Macaca_mulatta	1	3.31741	8	0	0
59	72	Macaca_fascicularis	1	3.31741	8	0	0
60	87	Macaca_nemestrina	1	4.49722	8	0	0
61	78	92	0	4.96845	8	0	0
62	92	79	0	2.67772	8	0	0
63	79	Trachypithecus_francoisi	1	10.1088	8	0	0
64	79	80	0	7.91883	8	0	0
65	80	Rhinopithecus_roxellana	1	2.19	8	0	0
66	80	Rhinopithecus_bieti	1	2.19	8	0	0
67	92	94	0	2.43155	8	0	0
68	94	Piliocolobus_tephrosceles	1	10.355	8	0	0
69	94	Colobus_angolensis	1	10.355	8	0	0
70	77	Carlito_syrichta	1	68.6	8	0	0
71	INTERNAL	Tupaia_chinensis	1	84.73	8	1	0
0	INTERNAL	67	0	5.3653	9	0	0
1	67	14	0	59.5647	9	0	0
2	14	Cynocephalus_volans	1	19.8	9	0	0
3	14	Galeopterus_variegatus	1	19.8	9	0	0
4	67	71	0	5.60978	9	0	0
5	71	35	0	14.4549	9	0	0
6	35	13	0	20.2607	9	0	0
7	13	Nycticebus_coucang	1	39.0393	9	0	0
8	13	Otolemur_garnettii	1	39.0393	9	0	0
9	35	36	0	23.3	9	0	0
10	36	25	0	0.06	9	0	0
11	25	Propithecus_coquereli	1	35.94	9	0	0
12	25	Microcebus_murinus	1	35.94	9	0	0
13	36	37	0	16.27	9	0	0
14	37	Lemur_catta	1	19.73	9	0	0
15	37	Eulemur_rufifrons	1	19.73	9	0	0
16	71	77	0	5.15492	9	0	0
17	77	97	0	25.7	9	0	0
18	97	51	0	25.0165	9	0	0
19	51	34	0	1.48348	9	0	0
20	34	Aotus_nancymaae	1	16.4	9	0	0
21	34	Callithrix_jacchus	1	16.4	9	0	0
22	51	33	0	2.48348	9	0	0
23	33	43	0	9.22	9	0	0
