branch	parent	child	child_is_tip	branch_length	site	nt_distance	is_multi_hit
55	72	Mastomys_coucha	1	9.19181	1	0	0
56	84	Apodemus_sylvaticus	1	9.54013	1	0	0
57	83	87	0	1.86198	1	0	0
58	87	Grammomys_surdaster	1	8.19026	1	0	0
59	87	Arvicanthis_niloticus	1	8.19026	1	0	0
60	94	79	0	0.71356	1	0	0
61	79	Acomys_russatus	1	11.731	1	0	0
62	79	80	0	2.38422	1	0	0
63	80	Psammomys_obesus	1	9.3468	1	0	0
64	80	Meriones_unguiculatus	1	9.3468	1	0	0
65	78	Nannospalax_galili	1	43.506	1	0	0
66	71	77	0	37.9559	1	0	0
67	77	Perognathus_longimembris	1	30.3616	1	0	0
68	77	97	0	21.0911	1	0	0
69	97	Dipodomys_spectabilis	1	9.27055	1	0	0
70	97	98	0	2.57055	1	0	0
71	98	Dipodomys_merriami	1	6.7	1	0	0
72	98	Dipodomys_ordii	1	6.7	1	0	0
73	66	67	0	37.765	1	2	1
74	67	Heterocephalus_glaber	1	32.1463	1	0	0
75	67	Fukomys_damarensis	1	32.1463	1	1	0
0	INTERNAL	14	0	62.7941	2	0	0
1	14	Oryctolagus_cuniculus	1	16.1765	2	0	0
2	14	Lepus_europaeus	1	16.1765	2	1	0
3	INTERNAL	46	0	8.76811	2	0	0
4	46	35	0	35.7399	2	0	0
5	35	36	0	23.08	2	0	0
6	36	25	0	6.22711	2	0	0
7	25	Marmota_flaviventris	1	5.15553	2	0	0
8	25	13	0	0.75224	2	0	0
9	13	Marmota_marmota	1	4.40329	2	0	0
10	13	Marmota_monax	1	4.40329	2	0	0
11	36	37	0	2.60764	2	0	0
12	37	Ictidomys_tridecemlineatus	1	8.775	2	0	0
13	37	Urocitellus_parryii	1	8.775	2	0	0
14	35	Sciurus_carolinensis	1	34.4626	2	1	0
15	46	66	0	0.29125	2	0	0
16	66	71	0	1.59369	2	0	0
17	71	78	0	24.8116	2	0	0
18	78	92	0	17.3336	2	0	0
19	92	47	0	7.62238	2	0	0
20	47	33	0	3.63705	2	0	0
21	33	43	0	3.32707	2	0	0
22	43	34	0	0.41396	2	0	0
23	34	Peromyscus_californicus	1	11.1719	2	0	0
24	34	Peromyscus_eremicus	1	11.1719	2	0	0
25	43	Peromyscus_maniculatus	1	11.5859	2	0	0
26	33	Onychomys_torridus	1	14.913	2	0	0
27	47	63	0	1.41686	2	0	0
28	63	60	0	6.64748	2	0	0
29	60	57	0	0.63517	2	0	0
30	57	49	0	1.14978	2	0	0
31	49	50	0	0.70521	2	0	0
32	50	51	0	0.76189	2	0	0
33	51	Microtus_oregoni	1	7.23361	2	1	0
34	51	Microtus_ochrogaster	1	7.23361	2	0	0
35	50	Alexandromys_fortis	1	7.9955	2	0	0
36	49	Chionomys_nivalis	1	8.70071	2	1	0
37	57	Arvicola_amphibius	1	9.85049	2	0	0
38	60	Myodes_glareolus	1	10.4857	2	0	0
39	63	48	0	0	2	0	0
40	48	56	0	2.76267	2	0	0
41	56	Mesocricetus_auratus	1	14.3705	2	0	0
42	56	Cricetulus_griseus	1	14.3705	2	0	0
43	48	Phodopus_roborovskii	1	17.1331	2	0	0
44	92	94	0	13.7278	2	0	0
45	94	82	0	0.79541	2	1	0
46	82	Rattus_norvegicus	1	11.6492	2	0	0
47	82	83	0	1.59693	2	0	0
48	83	84	0	0.51211	2	0	0
49	84	72	0	0.34832	2	0	0
50	72	73	0	1.98989	2	0	0
51	73	68	0	1.61238	2	0	0
52	68	Mus_musculus	1	5.58954	2	0	0
53	68	Mus_caroli	1	5.58954	2	0	0
54	73	Mus_pahari	1	7.20192	2	0	0
55	72	Mastomys_coucha	1	9.19181	2	0	0
56	84	Apodemus_sylvaticus	1	9.54013	2	0	0
57	83	87	0	1.86198	2	0	0
58	87	Grammomys_surdaster	1	8.19026	2	0	0
59	87	Arvicanthis_niloticus	1	8.19026	2	0	0
60	94	79	0	0.71356	2	0	0
61	79	Acomys_russatus	1	11.731	2	1	0
62	79	80	0	2.38422	2	0	0
63	80	Psammomys_obesus	1	9.3468	2	0	0
64	80	Meriones_unguiculatus	1	9.3468	2	0	0
65	78	Nannospalax_galili	1	43.506	2	0	0
66	71	77	0	37.9559	2	0	0
67	77	Perognathus_longimembris	1	30.3616	2	0	0
68	77	97	0	21.0911	2	0	0
69	97	Dipodomys_spectabilis	1	9.27055	2	0	0
70	97	98	0	2.57055	2	0	0
71	98	Dipodomys_merriami	1	6.7	2	0	0
72	98	Dipodomys_ordii	1	6.7	2	0	0
73	66	67	0	37.765	2	3	1
74	67	Heterocephalus_glaber	1	32.1463	2	0	0
75	67	Fukomys_damarensis	1	32.1463	2	0	0
0	INTERNAL	14	0	62.7941	3	0	0
1	14	Oryctolagus_cuniculus	1	16.1765	3	0	0
2	14	Lepus_europaeus	1	16.1765	3	0	0
3	INTERNAL	46	0	8.76811	3	0	0
4	46	35	0	35.7399	3	0	0
5	35	36	0	23.08	3	0	0
6	36	25	0	6.22711	3	0	0
7	25	Marmota_flaviventris	1	5.15553	3	0	0
8	25	13	0	0.75224	3	0	0
9	13	Marmota_marmota	1	4.40329	3	0	0
10	13	Marmota_monax	1	4.40329	3	0	0
11	36	37	0	2.60764	3	0	0
12	37	Ictidomys_tridecemlineatus	1	8.775	3	0	0
13	37	Urocitellus_parryii	1	8.775	3	0	0
14	35	Sciurus_carolinensis	1	34.4626	3	0	0
15	46	66	0	0.29125	3	0	0
16	66	71	0	1.59369	3	1	0
17	71	78	0	24.8116	3	0	0
18	78	92	0	17.3336	3	0	0
19	92	47	0	7.62238	3	0	0
20	47	33	0	3.63705	3	0	0
21	33	43	0	3.32707	3	0	0
22	43	34	0	0.41396	3	0	0
23	34	Peromyscus_californicus	1	11.1719	3	0	0
24	34	Peromyscus_eremicus	1	11.1719	3	0	0
25	43	Peromyscus_maniculatus	1	11.5859	3	0	0
26	33	Onychomys_torridus	1	14.913	3	0	0
27	47	63	0	1.41686	3	0	0
28	63	60	0	6.64748	3	0	0
29	60	57	0	0.63517	3	0	0
30	57	49	0	1.14978	3	0	0
31	49	50	0	0.70521	3	0	0
32	50	51	0	0.76189	3	0	0
33	51	Microtus_oregoni	1	7.23361	3	1	0
34	51	Microtus_ochrogaster	1	7.23361	3	0	0
35	50	Alexandromys_fortis	1	7.9955	3	1	0
36	49	Chionomys_nivalis	1	8.70071	3	0	0
37	57	Arvicola_amphibius	1	9.85049	3	0	0
38	60	Myodes_glareolus	1	10.4857	3	0	0
39	63	48	0	0	3	0	0
40	48	56	0	2.76267	3	0	0
41	56	Mesocricetus_auratus	1	14.3705	3	1	0
42	56	Cricetulus_griseus	1	14.3705	3	0	0
43	48	Phodopus_roborovskii	1	17.1331	3	0	0
44	92	94	0	13.7278	3	0	0
45	94	82	0	0.79541	3	0	0
46	82	Rattus_norvegicus	1	11.6492	3	0	0
47	82	83	0	1.59693	3	0	0
48	83	84	0	0.51211	3	0	0
49	84	72	0	0.34832	3	0	0
50	72	73	0	1.98989	3	0	0
51	73	68	0	1.61238	3	0	0
52	68	Mus_musculus	1	5.58954	3	0	0
53	68	Mus_caroli	1	5.58954	3	1	0
54	73	Mus_pahari	1	7.20192	3	1	0
55	72	Mastomys_coucha	1	9.19181	3	0	0
56	84	Apodemus_sylvaticus	1	9.54013	3	0	0
57	83	87	0	1.86198	3	0	0
58	87	Grammomys_surdaster	1	8.19026	3	0	0
59	87	Arvicanthis_niloticus	1	8.19026	3	0	0
60	94	79	0	0.71356	3	0	0
61	79	Acomys_russatus	1	11.731	3	0	0
62	79	80	0	2.38422	3	0	0
63	80	Psammomys_obesus	1	9.3468	3	0	0
64	80	Meriones_unguiculatus	1	9.3468	3	0	0
65	78	Nannospalax_galili	1	43.506	3	0	0
66	71	77	0	37.9559	3	0	0
67	77	Perognathus_longimembris	1	30.3616	3	0	0
68	77	97	0	21.0911	3	0	0
69	97	Dipodomys_spectabilis	1	9.27055	3	0	0
70	97	98	0	2.57055	3	0	0
71	98	Dipodomys_merriami	1	6.7	3	0	0
72	98	Dipodomys_ordii	1	6.7	3	0	0
73	66	67	0	37.765	3	2	1
74	67	Heterocephalus_glaber	1	32.1463	3	0	0
75	67	Fukomys_damarensis	1	32.1463	3	0	0
0	INTERNAL	14	0	62.7941	4	0	0
1	14	Oryctolagus_cuniculus	1	16.1765	4	0	0
2	14	Lepus_europaeus	1	16.1765	4	0	0
3	INTERNAL	46	0	8.76811	4	0	0
4	46	35	0	35.7399	4	0	0
5	35	36	0	23.08	4	0	0
6	36	25	0	6.22711	4	0	0
7	25	Marmota_flaviventris	1	5.15553	4	0	0
8	25	13	0	0.75224	4	0	0
9	13	Marmota_marmota	1	4.40329	4	0	0
10	13	Marmota_monax	1	4.40329	4	0	0
11	36	37	0	2.60764	4	0	0
12	37	Ictidomys_tridecemlineatus	1	8.775	4	0	0
13	37	Urocitellus_parryii	1	8.775	4	0	0
14	35	Sciurus_carolinensis	1	34.4626	4	0	0
15	46	66	0	0.29125	4	0	0
16	66	71	0	1.59369	4	0	0
17	71	78	0	24.8116	4	0	0
18	78	92	0	17.3336	4	0	0
19	92	47	0	7.62238	4	0	0
20	47	33	0	3.63705	4	0	0
21	33	43	0	3.32707	4	0	0
22	43	34	0	0.41396	4	0	0
23	34	Peromyscus_californicus	1	11.1719	4	0	0
24	34	Peromyscus_eremicus	1	11.1719	4	0	0
25	43	Peromyscus_maniculatus	1	11.5859	4	0	0
26	33	Onychomys_torridus	1	14.913	4	0	0
27	47	63	0	1.41686	4	0	0
28	63	60	0	6.64748	4	0	0
29	60	57	0	0.63517	4	0	0
30	57	49	0	1.14978	4	0	0
31	49	50	0	0.70521	4	0	0
32	50	51	0	0.76189	4	0	0
33	51	Microtus_oregoni	1	7.23361	4	0	0
34	51	Microtus_ochrogaster	1	7.23361	4	0	0
35	50	Alexandromys_fortis	1	7.9955	4	0	0
36	49	Chionomys_nivalis	1	8.70071	4	0	0
37	57	Arvicola_amphibius	1	9.85049	4	0	0
38	60	Myodes_glareolus	1	10.4857	4	0	0
39	63	48	0	0	4	0	0
40	48	56	0	2.76267	4	0	0
41	56	Mesocricetus_auratus	1	14.3705	4	0	0
42	56	Cricetulus_griseus	1	14.3705	4	0	0
43	48	Phodopus_roborovskii	1	17.1331	4	1	0
44	92	94	0	13.7278	4	0	0
45	94	82	0	0.79541	4	0	0
46	82	Rattus_norvegicus	1	11.6492	4	1	0
47	82	83	0	1.59693	4	0	0
48	83	84	0	0.51211	4	0	0
49	84	72	0	0.34832	4	0	0
50	72	73	0	1.98989	4	1	0
51	73	68	0	1.61238	4	0	0
52	68	Mus_musculus	1	5.58954	4	0	0
53	68	Mus_caroli	1	5.58954	4	0	0
54	73	Mus_pahari	1	7.20192	4	1	0
55	72	Mastomys_coucha	1	9.19181	4	0	0
56	84	Apodemus_sylvaticus	1	9.54013	4	0	0
57	83	87	0	1.86198	4	0	0
58	87	Grammomys_surdaster	1	8.19026	4	0	0
59	87	Arvicanthis_niloticus	1	8.19026	4	0	0
60	94	79	0	0.71356	4	0	0
61	79	Acomys_russatus	1	11.731	4	0	0
62	79	80	0	2.38422	4	1	0
63	80	Psammomys_obesus	1	9.3468	4	0	0
64	80	Meriones_unguiculatus	1	9.3468	4	0	0
65	78	Nannospalax_galili	1	43.506	4	0	0
66	71	77	0	37.9559	4	0	0
67	77	Perognathus_longimembris	1	30.3616	4	0	0
68	77	97	0	21.0911	4	0	0
69	97	Dipodomys_spectabilis	1	9.27055	4	0	0
70	97	98	0	2.57055	4	0	0
71	98	Dipodomys_merriami	1	6.7	4	0	0
72	98	Dipodomys_ordii	1	6.7	4	0	0
73	66	67	0	37.765	4	1	0
74	67	Heterocephalus_glaber	1	32.1463	4	0	0
75	67	Fukomys_damarensis	1	32.1463	4	1	0
0	INTERNAL	14	0	62.7941	5	1	0
1	14	Oryctolagus_cuniculus	1	16.1765	5	0	0
2	14	Lepus_europaeus	1	16.1765	5	0	0
3	INTERNAL	46	0	8.76811	5	0	0
4	46	35	0	35.7399	5	0	0
5	35	36	0	23.08	5	1	0
6	36	25	0	6.22711	5	0	0
7	25	Marmota_flaviventris	1	5.15553	5	0	0
8	25	13	0	0.75224	5	0	0
9	13	Marmota_marmota	1	4.40329	5	0	0
10	13	Marmota_monax	1	4.40329	5	0	0
11	36	37	0	2.60764	5	0	0
12	37	Ictidomys_tridecemlineatus	1	8.775	5	0	0
13	37	Urocitellus_parryii	1	8.775	5	0	0
14	35	Sciurus_carolinensis	1	34.4626	5	0	0
15	46	66	0	0.29125	5	0	0
16	66	71	0	1.59369	5	0	0
17	71	78	0	24.8116	5	0	0
18	78	92	0	17.3336	5	0	0
19	92	47	0	7.62238	5	0	0
20	47	33	0	3.63705	5	0	0
21	33	43	0	3.32707	5	0	0
22	43	34	0	0.41396	5	0	0
23	34	Peromyscus_californicus	1	11.1719	5	0	0
24	34	Peromyscus_eremicus	1	11.1719	5	0	0
25	43	Peromyscus_maniculatus	1	11.5859	5	0	0
26	33	Onychomys_torridus	1	14.913	5	0	0
27	47	63	0	1.41686	5	0	0
28	63	60	0	6.64748	5	0	0
29	60	57	0	0.63517	5	0	0
30	57	49	0	1.14978	5	0	0
31	49	50	0	0.70521	5	0	0
32	50	51	0	0.76189	5	0	0
33	51	Microtus_oregoni	1	7.23361	5	0	0
34	51	Microtus_ochrogaster	1	7.23361	5	0	0
35	50	Alexandromys_fortis	1	7.9955	5	0	0
36	49	Chionomys_nivalis	1	8.70071	5	0	0
37	57	Arvicola_amphibius	1	9.85049	5	0	0
38	60	Myodes_glareolus	1	10.4857	5	0	0
39	63	48	0	0	5	0	0
40	48	56	0	2.76267	5	0	0
41	56	Mesocricetus_auratus	1	14.3705	5	0	0
42	56	Cricetulus_griseus	1	14.3705	5	0	0
43	48	Phodopus_roborovskii	1	17.1331	5	0	0
44	92	94	0	13.7278	5	0	0
45	94	82	0	0.79541	5	0	0
46	82	Rattus_norvegicus	1	11.6492	5	1	0
47	82	83	0	1.59693	5	0	0
48	83	84	0	0.51211	5	0	0
49	84	72	0	0.34832	5	0	0
50	72	73	0	1.98989	5	0	0
51	73	68	0	1.61238	5	0	0
52	68	Mus_musculus	1	5.58954	5	0	0
53	68	Mus_caroli	1	5.58954	5	0	0
54	73	Mus_pahari	1	7.20192	5	0	0
55	72	Mastomys_coucha	1	9.19181	5	0	0
56	84	Apodemus_sylvaticus	1	9.54013	5	0	0
57	83	87	0	1.86198	5	0	0
58	87	Grammomys_surdaster	1	8.19026	5	0	0
59	87	Arvicanthis_niloticus	1	8.19026	5	0	0
60	94	79	0	0.71356	5	0	0
61	79	Acomys_russatus	1	11.731	5	2	1
62	79	80	0	2.38422	5	0	0
63	80	Psammomys_obesus	1	9.3468	5	0	0
64	80	Meriones_unguiculatus	1	9.3468	5	0	0
65	78	Nannospalax_galili	1	43.506	5	0	0
66	71	77	0	37.9559	5	0	0
67	77	Perognathus_longimembris	1	30.3616	5	0	0
68	77	97	0	21.0911	5	0	0
69	97	Dipodomys_spectabilis	1	9.27055	5	0	0
70	97	98	0	2.57055	5	0	0
71	98	Dipodomys_merriami	1	6.7	5	0	0
72	98	Dipodomys_ordii	1	6.7	5	0	0
73	66	67	0	37.765	5	1	0
74	67	Heterocephalus_glaber	1	32.1463	5	0	0
75	67	Fukomys_damarensis	1	32.1463	5	0	0
0	INTERNAL	14	0	62.7941	6	0	0
1	14	Oryctolagus_cuniculus	1	16.1765	6	1	0
2	14	Lepus_europaeus	1	16.1765	6	0	0
3	INTERNAL	46	0	8.76811	6	0	0
4	46	35	0	35.7399	6	0	0
5	35	36	0	23.08	6	0	0
6	36	25	0	6.22711	6	0	0
7	25	Marmota_flaviventris	1	5.15553	6	0	0
8	25	13	0	0.75224	6	0	0
9	13	Marmota_marmota	1	4.40329	6	0	0
10	13	Marmota_monax	1	4.40329	6	0	0
11	36	37	0	2.60764	6	0	0
12	37	Ictidomys_tridecemlineatus	1	8.775	6	0	0
13	37	Urocitellus_parryii	1	8.775	6	0	0
14	35	Sciurus_carolinensis	1	34.4626	6	0	0
15	46	66	0	0.29125	6	0	0
16	66	71	0	1.59369	6	0	0
17	71	78	0	24.8116	6	0	0
18	78	92	0	17.3336	6	0	0
19	92	47	0	7.62238	6	0	0
20	47	33	0	3.63705	6	0	0
21	33	43	0	3.32707	6	0	0
22	43	34	0	0.41396	6	0	0
23	34	Peromyscus_californicus	1	11.1719	6	0	0
24	34	Peromyscus_eremicus	1	11.1719	6	0	0
25	43	Peromyscus_maniculatus	1	11.5859	6	0	0
26	33	Onychomys_torridus	1	14.913	6	0	0
27	47	63	0	1.41686	6	0	0
28	63	60	0	6.64748	6	0	0
29	60	57	0	0.63517	6	0	0
30	57	49	0	1.14978	6	0	0
31	49	50	0	0.70521	6	0	0
32	50	51	0	0.76189	6	0	0
33	51	Microtus_oregoni	1	7.23361	6	0	0
34	51	Microtus_ochrogaster	1	7.23361	6	0	0
35	50	Alexandromys_fortis	1	7.9955	6	0	0
36	49	Chionomys_nivalis	1	8.70071	6	0	0
37	57	Arvicola_amphibius	1	9.85049	6	0	0
38	60	Myodes_glareolus	1	10.4857	6	0	0
39	63	48	0	0	6	0	0
40	48	56	0	2.76267	6	0	0
41	56	Mesocricetus_auratus	1	14.3705	6	0	0
42	56	Cricetulus_griseus	1	14.3705	6	1	0
43	48	Phodopus_roborovskii	1	17.1331	6	0	0
44	92	94	0	13.7278	6	0	0
45	94	82	0	0.79541	6	0	0
46	82	Rattus_norvegicus	1	11.6492	6	1	0
47	82	83	0	1.59693	6	0	0
48	83	84	0	0.51211	6	0	0
49	84	72	0	0.34832	6	0	0
50	72	73	0	1.98989	6	0	0
51	73	68	0	1.61238	6	1	0
52	68	Mus_musculus	1	5.58954	6	0	0
53	68	Mus_caroli	1	5.58954	6	0	0
54	73	Mus_pahari	1	7.20192	6	1	0
55	72	Mastomys_coucha	1	9.19181	6	0	0
56	84	Apodemus_sylvaticus	1	9.54013	6	0	0
57	83	87	0	1.86198	6	0	0
58	87	Grammomys_surdaster	1	8.19026	6	0	0
59	87	Arvicanthis_niloticus	1	8.19026	6	0	0
60	94	79	0	0.71356	6	0	0
61	79	Acomys_russatus	1	11.731	6	0	0
62	79	80	0	2.38422	6	0	0
63	80	Psammomys_obesus	1	9.3468	6	0	0
64	80	Meriones_unguiculatus	1	9.3468	6	0	0
65	78	Nannospalax_galili	1	43.506	6	0	0
66	71	77	0	37.9559	6	0	0
67	77	Perognathus_longimembris	1	30.3616	6	0	0
68	77	97	0	21.0911	6	0	0
69	97	Dipodomys_spectabilis	1	9.27055	6	0	0
70	97	98	0	2.57055	6	0	0
71	98	Dipodomys_merriami	1	6.7	6	0	0
72	98	Dipodomys_ordii	1	6.7	6	0	0
73	66	67	0	37.765	6	0	0
74	67	Heterocephalus_glaber	1	32.1463	6	0	0
75	67	Fukomys_damarensis	1	32.1463	6	1	0
0	INTERNAL	14	0	62.7941	7	0	0
1	14	Oryctolagus_cuniculus	1	16.1765	7	0	0
2	14	Lepus_europaeus	1	16.1765	7	0	0
3	INTERNAL	46	0	8.76811	7	0	0
4	46	35	0	35.7399	7	0	0
5	35	36	0	23.08	7	0	0
6	36	25	0	6.22711	7	0	0
7	25	Marmota_flaviventris	1	5.15553	7	0	0
8	25	13	0	0.75224	7	0	0
9	13	Marmota_marmota	1	4.40329	7	0	0
10	13	Marmota_monax	1	4.40329	7	0	0
11	36	37	0	2.60764	7	0	0
12	37	Ictidomys_tridecemlineatus	1	8.775	7	0	0
13	37	Urocitellus_parryii	1	8.775	7	0	0
14	35	Sciurus_carolinensis	1	34.4626	7	0	0
15	46	66	0	0.29125	7	0	0
16	66	71	0	1.59369	7	1	0
17	71	78	0	24.8116	7	0	0
18	78	92	0	17.3336	7	0	0
19	92	47	0	7.62238	7	0	0
20	47	33	0	3.63705	7	0	0
21	33	43	0	3.32707	7	0	0
22	43	34	0	0.41396	7	0	0
23	34	Peromyscus_californicus	1	11.1719	7	0	0
24	34	Peromyscus_eremicus	1	11.1719	7	0	0
25	43	Peromyscus_maniculatus	1	11.5859	7	0	0
26	33	Onychomys_torridus	1	14.913	7	0	0
27	47	63	0	1.41686	7	0	0
28	63	60	0	6.64748	7	0	0
29	60	57	0	0.63517	7	0	0
30	57	49	0	1.14978	7	0	0
31	49	50	0	0.70521	7	0	0
32	50	51	0	0.76189	7	0	0
33	51	Microtus_oregoni	1	7.23361	7	0	0
34	51	Microtus_ochrogaster	1	7.23361	7	0	0
35	50	Alexandromys_fortis	1	7.9955	7	0	0
36	49	Chionomys_nivalis	1	8.70071	7	1	0
37	57	Arvicola_amphibius	1	9.85049	7	0	0
38	60	Myodes_glareolus	1	10.4857	7	0	0
39	63	48	0	0	7	0	0
40	48	56	0	2.76267	7	0	0
41	56	Mesocricetus_auratus	1	14.3705	7	0	0
42	56	Cricetulus_griseus	1	14.3705	7	0	0
43	48	Phodopus_roborovskii	1	17.1331	7	0	0
44	92	94	0	13.7278	7	0	0
45	94	82	0	0.79541	7	0	0
46	82	Rattus_norvegicus	1	11.6492	7	2	1
47	82	83	0	1.59693	7	0	0
48	83	84	0	0.51211	7	0	0
49	84	72	0	0.34832	7	0	0
50	72	73	0	1.98989	7	0	0
51	73	68	0	1.61238	7	0	0
52	68	Mus_musculus	1	5.58954	7	0	0
53	68	Mus_caroli	1	5.58954	7	0	0
54	73	Mus_pahari	1	7.20192	7	1	0
55	72	Mastomys_coucha	1	9.19181	7	1	0
56	84	Apodemus_sylvaticus	1	9.54013	7	0	0
57	83	87	0	1.86198	7	0	0
58	87	Grammomys_surdaster	1	8.19026	7	0	0
59	87	Arvicanthis_niloticus	1	8.19026	7	0	0
60	94	79	0	0.71356	7	0	0
61	79	Acomys_russatus	1	11.731	7	0	0
62	79	80	0	2.38422	7	0	0
63	80	Psammomys_obesus	1	9.3468	7	0	0
64	80	Meriones_unguiculatus	1	9.3468	7	0	0
65	78	Nannospalax_galili	1	43.506	7	0	0
66	71	77	0	37.9559	7	0	0
67	77	Perognathus_longimembris	1	30.3616	7	1	0
68	77	97	0	21.0911	7	0	0
69	97	Dipodomys_spectabilis	1	9.27055	7	0	0
70	97	98	0	2.57055	7	0	0
71	98	Dipodomys_merriami	1	6.7	7	0	0
72	98	Dipodomys_ordii	1	6.7	7	0	0
73	66	67	0	37.765	7	0	0
74	67	Heterocephalus_glaber	1	32.1463	7	0	0
75	67	Fukomys_damarensis	1	32.1463	7	0	0
0	INTERNAL	14	0	62.7941	8	2	1
1	14	Oryctolagus_cuniculus	1	16.1765	8	0	0
2	14	Lepus_europaeus	1	16.1765	8	0	0
3	INTERNAL	46	0	8.76811	8	0	0
4	46	35	0	35.7399	8	0	0
5	35	36	0	23.08	8	0	0
6	36	25	0	6.22711	8	0	0
7	25	Marmota_flaviventris	1	5.15553	8	0	0
8	25	13	0	0.75224	8	0	0
9	13	Marmota_marmota	1	4.40329	8	0	0
10	13	Marmota_monax	1	4.40329	8	0	0
11	36	37	0	2.60764	8	0	0
12	37	Ictidomys_tridecemlineatus	1	8.775	8	0	0
13	37	Urocitellus_parryii	1	8.775	8	0	0
14	35	Sciurus_carolinensis	1	34.4626	8	0	0
15	46	66	0	0.29125	8	0	0
16	66	71	0	1.59369	8	0	0
17	71	78	0	24.8116	8	0	0
18	78	92	0	17.3336	8	0	0
19	92	47	0	7.62238	8	0	0
20	47	33	0	3.63705	8	0	0
21	33	43	0	3.32707	8	0	0
22	43	34	0	0.41396	8	0	0
23	34	Peromyscus_californicus	1	11.1719	8	0	0
24	34	Peromyscus_eremicus	1	11.1719	8	0	0
25	43	Peromyscus_maniculatus	1	11.5859	8	0	0
26	33	Onychomys_torridus	1	14.913	8	0	0
27	47	63	0	1.41686	8	0	0
28	63	60	0	6.64748	8	0	0
29	60	57	0	0.63517	8	0	0
30	57	49	0	1.14978	8	0	0
31	49	50	0	0.70521	8	0	0
32	50	51	0	0.76189	8	0	0
33	51	Microtus_oregoni	1	7.23361	8	0	0
34	51	Microtus_ochrogaster	1	7.23361	8	0	0
35	50	Alexandromys_fortis	1	7.9955	8	0	0
36	49	Chionomys_nivalis	1	8.70071	8	0	0
37	57	Arvicola_amphibius	1	9.85049	8	0	0
38	60	Myodes_glareolus	1	10.4857	8	0	0
39	63	48	0	0	8	0	0
40	48	56	0	2.76267	8	0	0
41	56	Mesocricetus_auratus	1	14.3705	8	0	0
42	56	Cricetulus_griseus	1	14.3705	8	0	0
43	48	Phodopus_roborovskii	1	17.1331	8	0	0
44	92	94	0	13.7278	8	0	0
45	94	82	0	0.79541	8	0	0
46	82	Rattus_norvegicus	1	11.6492	8	0	0
47	82	83	0	1.59693	8	0	0
48	83	84	0	0.51211	8	0	0
49	84	72	0	0.34832	8	0	0
50	72	73	0	1.98989	8	0	0
51	73	68	0	1.61238	8	1	0
52	68	Mus_musculus	1	5.58954	8	0	0
53	68	Mus_caroli	1	5.58954	8	0	0
54	73	Mus_pahari	1	7.20192	8	0	0
55	72	Mastomys_coucha	1	9.19181	8	0	0
56	84	Apodemus_sylvaticus	1	9.54013	8	0	0
57	83	87	0	1.86198	8	0	0
58	87	Grammomys_surdaster	1	8.19026	8	0	0
