foreground_id	foreground_kind	foreground_label	foreground_descendants	species_status	valid_sensitivity_settings	consensus_interpretation	dominant_raw_call	dominant_call_fraction	omega_median	omega_min	omega_max	omega_crosses_1_across_settings	branch_site_significant_settings	positive_selection_call_settings	relaxed_neutral_call_settings	purifying_call_settings	alignment_model_sensitive
terminal_Bubalus_kerabau	terminal	Bubalus kerabau	Bubalus kerabau	DISRUPTED_HIGH	9	POSITIVE_SELECTION	POSITIVE_SELECTION	0.8888888888888888	0.7457705873656197	0.6716215533966577	0.8372805293501049	False	8	8	1	0	False
terminal_Budorcas_taxicolor	terminal	Budorcas taxicolor	Budorcas taxicolor	DISRUPTED_HIGH	9	POSITIVE_SELECTION	POSITIVE_SELECTION	0.8888888888888888	0.8184499438385449	0.703677928686347	0.9234876733157151	False	8	8	1	0	False
terminal_Capra_hircus	terminal	Capra hircus	Capra hircus	DISRUPTED_HIGH	9	POSITIVE_SELECTION	POSITIVE_SELECTION	0.8888888888888888	0.8136404261545642	0.698310348652346	0.8942659580337274	False	8	8	1	0	False
terminal_Capra_ibex	terminal	Capra ibex	Capra ibex	DISRUPTED_LIKELY	9	POSITIVE_SELECTION	POSITIVE_SELECTION	1.0	0.7867141921430638	0.6464485623891805	0.8939166133983957	False	9	9	0	0	False
terminal_Capra_nubiana	terminal	Capra nubiana	Capra nubiana	DISRUPTED_HIGH	9	POSITIVE_SELECTION	POSITIVE_SELECTION	0.8888888888888888	0.7855312514471836	0.6756451012400837	0.860527540173938	False	8	8	1	0	False
terminal_Capreolus_capreolus	terminal	Capreolus capreolus	Capreolus capreolus	DISRUPTED_HIGH	9	POSITIVE_SELECTION	POSITIVE_SELECTION	0.8888888888888888	0.7363948966246004	0.6658009146857884	0.7958760012910419	False	8	8	0	0	False
terminal_Capricornis_sumatraensis	terminal	Capricornis sumatraensis	Capricornis sumatraensis	DISRUPTED_HIGH	9	POSITIVE_SELECTION	POSITIVE_SELECTION	0.8888888888888888	0.8490096970029943	0.7433826148238522	0.9395936451439483	False	8	8	1	0	False
terminal_Cephalophula_zebra	terminal	Cephalophula zebra	Cephalophula zebra	DISRUPTED_HIGH	9	POSITIVE_SELECTION	POSITIVE_SELECTION	0.8888888888888888	0.7919514406211816	0.6578021909622805	0.8485025747383163	False	8	8	0	0	False
terminal_Cervus_albirostris	terminal	Cervus albirostris	Cervus albirostris	DISRUPTED_LIKELY	9	PURIFYING_CONSTRAINT	PURIFYING_CONSTRAINT	0.8888888888888888	0.6416545635999253	0.5641137894680414	0.7336539893640321	False	0	0	0	8	False
terminal_Cervus_elaphus	terminal	Cervus elaphus	Cervus elaphus	DISRUPTED_HIGH	9	ALIGNMENT_OR_MODEL_SENSITIVE	PURIFYING_CONSTRAINT	0.4444444444444444	0.6563540659576754	0.608222157021798	0.7512178928586248	False	0	0	2	4	True
terminal_Cervus_nippon	terminal	Cervus nippon	Cervus nippon	DISRUPTED_HIGH	9	PURIFYING_CONSTRAINT	PURIFYING_CONSTRAINT	0.7777777777777778	0.6212075851947048	0.5606164111525935	0.6720761791498394	False	0	0	0	7	False
terminal_Dama_dama	terminal	Dama dama	Dama dama	DISRUPTED_HIGH	9	POSITIVE_SELECTION	POSITIVE_SELECTION	0.8888888888888888	0.7415853532393201	0.6993259770614774	0.7739432339497281	False	8	8	1	0	False
terminal_Giraffa_camelopardalis	terminal	Giraffa camelopardalis	Giraffa camelopardalis	DISRUPTED_LIKELY	9	POSITIVE_SELECTION	POSITIVE_SELECTION	0.8888888888888888	0.6265035993497948	0.49451620430742205	0.6528097023953544	False	8	8	0	0	False
terminal_Giraffa_tippelskirchi	terminal	Giraffa tippelskirchi	Giraffa tippelskirchi	DISRUPTED_HIGH	9	POSITIVE_SELECTION	POSITIVE_SELECTION	0.8888888888888888	0.6306183601198584	0.5108374145371674	0.6663013783203939	False	8	8	0	0	False
terminal_Hydropotes_inermis	terminal	Hydropotes inermis	Hydropotes inermis	DISRUPTED_LIKELY	9	POSITIVE_SELECTION	POSITIVE_SELECTION	0.8888888888888888	0.7113322632423756	0.6306673920928545	0.7792565147968438	False	8	8	0	0	False
terminal_Moschus_berezovskii	terminal	Moschus berezovskii	Moschus berezovskii	DISRUPTED_HIGH	9	POSITIVE_SELECTION	POSITIVE_SELECTION	0.8888888888888888	0.661224668127899	0.5763392333841285	0.8131428624332256	False	8	8	0	0	False
terminal_Muntiacus_crinifrons	terminal	Muntiacus crinifrons	Muntiacus crinifrons	DISRUPTED_HIGH	9	POSITIVE_SELECTION	POSITIVE_SELECTION	0.7777777777777778	0.6480306945423225	0.5704798820018522	0.7402983285381559	False	7	7	1	0	False
terminal_Muntiacus_feae	terminal	Muntiacus feae	Muntiacus feae	DISRUPTED_LIKELY	9	POSITIVE_SELECTION	POSITIVE_SELECTION	0.8888888888888888	0.6373134898892726	0.5492156992920472	0.69095643272034	False	8	8	0	0	False
terminal_Muntiacus_gongshanensis	terminal	Muntiacus gongshanensis	Muntiacus gongshanensis	DISRUPTED_LIKELY	9	POSITIVE_SELECTION	POSITIVE_SELECTION	0.8888888888888888	0.7184453443503633	0.6534379234304843	0.7977550773206282	False	8	8	1	0	False
terminal_Muntiacus_reevesi	terminal	Muntiacus reevesi	Muntiacus reevesi	DISRUPTED_HIGH	9	POSITIVE_SELECTION	POSITIVE_SELECTION	0.8888888888888888	0.6542268277806965	0.6391075238101026	0.7650343069986277	False	8	8	0	0	False
terminal_Muntiacus_vaginalis	terminal	Muntiacus vaginalis	Muntiacus vaginalis	DISRUPTED_LIKELY	9	POSITIVE_SELECTION	POSITIVE_SELECTION	0.8888888888888888	0.6376280211700536	0.5828155897174205	0.7213917110143525	False	8	8	0	0	False
terminal_Nanger_dama	terminal	Nanger dama	Nanger dama	DISRUPTED_LIKELY	9	POSITIVE_SELECTION	POSITIVE_SELECTION	0.8888888888888888	0.6824909243228148	0.6106982158447314	0.77755939331881	False	8	8	0	0	False
terminal_Nilgiritragus_hylocrius	terminal	Nilgiritragus hylocrius	Nilgiritragus hylocrius	DISRUPTED_LIKELY	9	POSITIVE_SELECTION	POSITIVE_SELECTION	0.8888888888888888	0.8197685603089809	0.7336632113927163	0.9497512989774598	False	8	8	1	0	False
terminal_Odocoileus_hemionus	terminal	Odocoileus hemionus	Odocoileus hemionus	DISRUPTED_LIKELY	9	POSITIVE_SELECTION	POSITIVE_SELECTION	0.8888888888888888	0.7769712084437417	0.6498974221746499	0.903351158968958	False	8	8	1	0	False
terminal_Odocoileus_virginianus	terminal	Odocoileus virginianus	Odocoileus virginianus	DISRUPTED_HIGH	9	POSITIVE_SELECTION	POSITIVE_SELECTION	0.8888888888888888	0.7599239628759924	0.6739488817061932	0.8448108031574104	False	8	8	1	0	False
terminal_Okapia_johnstoni	terminal	Okapia johnstoni	Okapia johnstoni	DISRUPTED_LIKELY	9	POSITIVE_SELECTION	POSITIVE_SELECTION	0.8888888888888888	0.6595040167656305	0.5708532069109615	0.707504135892626	False	8	8	0	0	False
terminal_Oryx_dammah	terminal	Oryx dammah	Oryx dammah	DISRUPTED_HIGH	9	POSITIVE_SELECTION	POSITIVE_SELECTION	0.8888888888888888	0.7238649474287622	0.5843055133039498	0.8656777493606138	False	8	8	1	0	False
terminal_Ovibos_moschatus	terminal	Ovibos moschatus	Ovibos moschatus	DISRUPTED_LIKELY	9	POSITIVE_SELECTION	POSITIVE_SELECTION	0.8888888888888888	0.830705184811404	0.6730352267251993	0.9174013081357772	False	8	8	1	0	False
terminal_Ovis_ammon	terminal	Ovis ammon	Ovis ammon	DISRUPTED_HIGH	9	POSITIVE_SELECTION	POSITIVE_SELECTION	0.8888888888888888	0.7913272028642582	0.7229992811788667	0.8593450155412405	False	8	8	1	0	False
terminal_Ovis_aries	terminal	Ovis aries	Ovis aries	DISRUPTED_LIKELY	9	POSITIVE_SELECTION	POSITIVE_SELECTION	0.8888888888888888	0.7614983373110055	0.6794433920410132	0.8045128749668171	False	8	8	1	0	False
terminal_Ovis_canadensis	terminal	Ovis canadensis	Ovis canadensis	DISRUPTED_HIGH	9	POSITIVE_SELECTION	POSITIVE_SELECTION	0.8888888888888888	0.7430693706974281	0.6527827843486659	0.8434170817728974	False	8	8	1	0	False
terminal_Ovis_nivicola	terminal	Ovis nivicola	Ovis nivicola	DISRUPTED_LIKELY	9	POSITIVE_SELECTION	POSITIVE_SELECTION	0.8888888888888888	0.7334291783790744	0.6642114945661431	0.8434170817728974	False	8	8	1	0	False
terminal_Ovis_orientalis	terminal	Ovis orientalis	Ovis orientalis	DISRUPTED_LIKELY	9	POSITIVE_SELECTION	POSITIVE_SELECTION	0.8888888888888888	0.7219266455907677	0.6265223364066257	0.7828062913907284	False	8	8	1	0	False
terminal_Ovis_vignei	terminal	Ovis vignei	Ovis vignei	DISRUPTED_HIGH	9	POSITIVE_SELECTION	POSITIVE_SELECTION	0.8888888888888888	0.7531659973226238	0.6471514242878561	0.80098958203834	False	8	8	1	0	False
terminal_Pantholops_hodgsonii	terminal	Pantholops hodgsonii	Pantholops hodgsonii	DISRUPTED_LIKELY	9	POSITIVE_SELECTION	POSITIVE_SELECTION	0.8888888888888888	0.8009555086634766	0.672749756962315	0.8623032169746749	False	8	8	1	0	False
terminal_Pseudois_nayaur	terminal	Pseudois nayaur	Pseudois nayaur	DISRUPTED_LIKELY	9	POSITIVE_SELECTION	POSITIVE_SELECTION	0.8888888888888888	0.7481541032855903	0.5763641525992462	0.8180201344508817	False	8	8	1	0	False
terminal_Rangifer_tarandus	terminal	Rangifer tarandus	Rangifer tarandus	DISRUPTED_HIGH	9	POSITIVE_SELECTION	POSITIVE_SELECTION	0.8888888888888888	0.7327280408237162	0.6573089880842445	0.8037655926889467	False	8	8	1	0	False
terminal_Rucervus_eldii	terminal	Rucervus eldii	Rucervus eldii	DISRUPTED_HIGH	9	ALIGNMENT_OR_MODEL_SENSITIVE	PURIFYING_CONSTRAINT	0.4444444444444444	0.6426938663995264	0.6136384035423648	0.6994317853814624	False	0	0	0	4	True
terminal_Rupicapra_rupicapra	terminal	Rupicapra rupicapra	Rupicapra rupicapra	DISRUPTED_LIKELY	9	ALIGNMENT_OR_MODEL_SENSITIVE	RELAXED_TOWARD_NEUTRALITY	0.3333333333333333	0.7511515399898433	0.5748583594327339	0.9164804420122821	False	2	2	3	3	True
terminal_Syncerus_caffer	terminal	Syncerus caffer	Syncerus caffer	DISRUPTED_LIKELY	9	POSITIVE_SELECTION	POSITIVE_SELECTION	0.8888888888888888	0.7778097861218065	0.7475625060334008	0.8969943149185527	False	8	8	1	0	False
terminal_Tragelaphus_eurycerus	terminal	Tragelaphus eurycerus	Tragelaphus eurycerus	DISRUPTED_LIKELY	9	POSITIVE_SELECTION	POSITIVE_SELECTION	0.8888888888888888	0.7027285988044504	0.4859082674233852	0.7866887055468457	False	8	8	0	0	False
terminal_Tragulus_kanchil	terminal	Tragulus kanchil	Tragulus kanchil	DISRUPTED_LIKELY	9	ALIGNMENT_OR_MODEL_SENSITIVE	PURIFYING_CONSTRAINT	0.5555555555555556	0.6135873217274439	0.5320065567265496	0.7944063555356634	False	1	1	1	5	True
