foreground_id	foreground_kind	foreground_label	foreground_species_status	foreground_descendants	foreground_ids	variant	codon_freq	model	lnL	np	AIC	foreground_dN	foreground_dS	foreground_omega	BEB_sites_ge_0.95	BEB_sites_ge_0.99	foreground_min_informative_codons	status	job_dir	background_omega	foreground_omega_vector	omega_shift_from_background	branch_shift_LRT	branch_shift_p	foreground_vs_neutral_LRT	foreground_vs_neutral_p	branch_site_LRT	branch_site_p_chi1	branch_site_p_mixture	branch_site_q	branch_site_q_mixture	setting_call
terminal_Antilocapra_americana	terminal	Antilocapra americana	DISRUPTED_HIGH	Antilocapra americana	Antilocapra_americana	altcost_trim1_occ60	2	COMPARISONS				0.099414	0.129753	0.766178816674759	1	0	557	ok		0.3764	0.76618	0.38977881667475894	12.844554000001153	0.0003384628732973987	1.853080000000773	0.17342559664934437	2.1520519999994576	0.14237948592612912	0.07118974296306456	0.1533317540742929	0.07666587703714645	RELAXED_TOWARD_NEUTRALITY
terminal_Antilocapra_americana	terminal	Antilocapra americana	DISRUPTED_HIGH	Antilocapra americana	Antilocapra_americana	refined_mask50	2	COMPARISONS				0.110991	0.162468	0.6831560676564	9	1	872	ok		0.34144	0.68315	0.3417160676564	21.798793999998452	3.0279039817794547e-06	6.862619999999879	0.00880173993597051	10.56312600000092	0.001153659325856185	0.0005768296629280925	0.0012920984449589271	0.0006460492224794636	POSITIVE_SELECTION
terminal_Antilocapra_americana	terminal	Antilocapra americana	DISRUPTED_HIGH	Antilocapra americana	Antilocapra_americana	altcost_mask50	2	COMPARISONS				0.121866	0.158696	0.7679210566113828	8	1	872	ok		0.35576	0.76792	0.41216105661138275	27.073914000000514	1.958226612461052e-07	3.319547999999486	0.06846064882052048	15.378641999999672	8.797710806225686e-05	4.398855403112843e-05	9.853436102972768e-05	4.926718051486384e-05	POSITIVE_SELECTION
terminal_Axis_porcinus	terminal	Axis porcinus	DISRUPTED_HIGH	Axis porcinus	Axis_porcinus	baseline_trim2_occ70	2	COMPARISONS				0.0974	0.151309	0.6437158397715932	6	3	398	ok		0.30883	0.64372	0.3348858397715932	10.107907999999952	0.001476344530725568	3.800489999999627	0.05123758643607446	13.97472199999902	0.000185285041388284	9.2642520694142e-05	0.00021616588161966468	0.00010808294080983234	POSITIVE_SELECTION
terminal_Axis_porcinus	terminal	Axis porcinus	DISRUPTED_HIGH	Axis porcinus	Axis_porcinus	baseline_mask50	1	COMPARISONS				0.101289	0.148065	0.6840846925336845	11	4	874	ok		0.35179	0.68409	0.33229469253368454	19.452493999997387	1.0313308351179796e-05	6.615739999997459	0.010108132895285296	22.86810599999808	1.7350713340272816e-06	8.675356670136408e-07	2.259627783849483e-06	1.1298138919247415e-06	POSITIVE_SELECTION
terminal_Axis_porcinus	terminal	Axis porcinus	DISRUPTED_HIGH	Axis porcinus	Axis_porcinus	baseline_trim1_occ60	2	COMPARISONS				0.101683	0.145416	0.6992559278208725	5	3	555	ok		0.34404	0.69925	0.3552159278208725	13.537640000000465	0.00023382623694710576	3.6131960000002437	0.0573228594574013	15.51605600000039	8.180743138120137e-05	4.090371569060069e-05	9.747268419887822e-05	4.873634209943911e-05	POSITIVE_SELECTION
terminal_Axis_porcinus	terminal	Axis porcinus	DISRUPTED_HIGH	Axis porcinus	Axis_porcinus	baseline_mask50	2	COMPARISONS				0.10405	0.153932	0.6759478211158173	11	4	874	ok		0.34382	0.67595	0.3321278211158173	19.894956000000093	8.181590272948577e-06	6.951917999998841	0.008372941695845007	23.01226400000087	1.609712420987343e-06	8.048562104936715e-07	2.0031976794509158e-06	1.0015988397254579e-06	POSITIVE_SELECTION
terminal_Axis_porcinus	terminal	Axis porcinus	DISRUPTED_HIGH	Axis porcinus	Axis_porcinus	baseline_strict_complete	2	COMPARISONS				0.083486	0.119286	0.699880958368962	1	0	316	ok		0.44228	0.69988	0.257600958368962	2.8906540000007226	0.0890947522449899	1.816027999999278	0.17778680313842873	0.05563400000028196	0.8135346286100682	0.4067673143050341	0.9655382449751722	0.4827691224875861	AMBIGUOUS
terminal_Axis_porcinus	terminal	Axis porcinus	DISRUPTED_HIGH	Axis porcinus	Axis_porcinus	refined_trim1_occ60	2	COMPARISONS				0.101683	0.145416	0.6992559278208725	5	3	555	ok		0.34404	0.69925	0.3552159278208725	13.537640000000465	0.00023382623694710576	3.6131960000002437	0.0573228594574013	15.51605600000039	8.180743138120137e-05	4.090371569060069e-05	9.747268419887822e-05	4.873634209943911e-05	POSITIVE_SELECTION
terminal_Axis_porcinus	terminal	Axis porcinus	DISRUPTED_HIGH	Axis porcinus	Axis_porcinus	refined_mask50	2	COMPARISONS				0.10405	0.153932	0.6759478211158173	11	4	874	ok		0.34382	0.67595	0.3321278211158173	19.894956000000093	8.181590272948577e-06	6.951917999998841	0.008372941695845007	23.01226400000087	1.609712420987343e-06	8.048562104936715e-07	2.0031976794509158e-06	1.0015988397254579e-06	POSITIVE_SELECTION
terminal_Axis_porcinus	terminal	Axis porcinus	DISRUPTED_HIGH	Axis porcinus	Axis_porcinus	altcost_trim1_occ60	2	COMPARISONS				0.099003	0.130023	0.7614268244848987	5	1	561	ok		0.37828	0.76143	0.38314682448489873	12.725204000000303	0.00036076050196846203	1.9977060000001075	0.15753747613837843	7.746219999999084	0.005382508547642188	0.002691254273821094	0.006413201673786437	0.0032066008368932183	POSITIVE_SELECTION
terminal_Axis_porcinus	terminal	Axis porcinus	DISRUPTED_HIGH	Axis porcinus	Axis_porcinus	altcost_mask50	2	COMPARISONS				0.109817	0.152098	0.7220147536456758	10	4	877	ok		0.35812	0.72202	0.3638947536456758	21.619380000000092	3.3247540972994665e-06	4.837496000000101	0.027847302077812167	24.868985999997676	6.136170974715775e-07	3.0680854873578873e-07	7.636123879646297e-07	3.8180619398231487e-07	POSITIVE_SELECTION
terminal_Beatragus_hunteri	terminal	Beatragus hunteri	DISRUPTED_LIKELY	Beatragus hunteri	Beatragus_hunteri	baseline_mask50	1	COMPARISONS				0.106988	0.157258	0.6803342278294268	14	4	876	ok		0.34934	0.68033	0.3309942278294268	20.427716000001965	6.192641841632409e-06	7.165140000000974	0.007433388903649451	30.85731599999781	2.777132026227566e-08	1.388566013113783e-08	8.639966303819094e-08	4.319983151909547e-08	POSITIVE_SELECTION
terminal_Beatragus_hunteri	terminal	Beatragus hunteri	DISRUPTED_LIKELY	Beatragus hunteri	Beatragus_hunteri	baseline_trim2_occ70	2	COMPARISONS				0.088929	0.152096	0.5846899326741005	4	3	398	ok		0.30995	0.58469	0.2747399326741005	7.421965999999884	0.006443237597612672	5.56137999999919	0.01836093533359752	24.154452000000674	8.891039037902781e-07	4.4455195189513905e-07	1.5087823821895627e-06	7.543911910947813e-07	POSITIVE_SELECTION
terminal_Beatragus_hunteri	terminal	Beatragus hunteri	DISRUPTED_LIKELY	Beatragus hunteri	Beatragus_hunteri	baseline_trim1_occ60	2	COMPARISONS				0.105847	0.147765	0.7163198321659391	6	4	555	ok		0.34293	0.71632	0.3733898321659391	14.833969999999681	0.00011740164990047203	3.1936060000007274	0.0739267716792782	35.317370000000665	2.801225590057871e-09	1.4006127950289355e-09	2.9270318679817806e-08	1.4635159339908903e-08	POSITIVE_SELECTION
terminal_Beatragus_hunteri	terminal	Beatragus hunteri	DISRUPTED_LIKELY	Beatragus hunteri	Beatragus_hunteri	baseline_strict_complete	2	COMPARISONS				0.102421	0.142112	0.7207062035577573	2	0	316	ok		0.43931	0.72071	0.2813962035577573	3.799906000000192	0.051255460252447566	1.7554280000003928	0.18519580971175537	1.1103559999992285	0.2920045751371767	0.14600228756858835	0.6813440086534124	0.3406720043267062	NEAR_NEUTRAL_WEAK_EVIDENCE
terminal_Beatragus_hunteri	terminal	Beatragus hunteri	DISRUPTED_LIKELY	Beatragus hunteri	Beatragus_hunteri	baseline_mask50	2	COMPARISONS				0.109841	0.164432	0.6680025785735136	14	4	876	ok		0.34129	0.668	0.32671257857351366	20.547785999999178	5.816102047666733e-06	7.770526000000245	0.00531055827643347	30.845094000000245	2.794677413362219e-08	1.3973387066811095e-08	8.69455195268246e-08	4.34727597634123e-08	POSITIVE_SELECTION
terminal_Beatragus_hunteri	terminal	Beatragus hunteri	DISRUPTED_LIKELY	Beatragus hunteri	Beatragus_hunteri	refined_trim1_occ60	2	COMPARISONS				0.105847	0.147765	0.7163198321659391	6	4	555	ok		0.34293	0.71632	0.3733898321659391	14.833969999999681	0.00011740164990047203	3.1936060000007274	0.0739267716792782	35.317370000000665	2.801225590057871e-09	1.4006127950289355e-09	2.9270318679817806e-08	1.4635159339908903e-08	POSITIVE_SELECTION
terminal_Beatragus_hunteri	terminal	Beatragus hunteri	DISRUPTED_LIKELY	Beatragus hunteri	Beatragus_hunteri	altcost_trim1_occ60	2	COMPARISONS				0.094827	0.119584	0.7929739764516992	5	2	556	ok		0.37618	0.79298	0.4167939764516992	13.774538000001485	0.00020611082385212572	1.3637200000011944	0.24289381215309813	18.613789999999426	1.6005855963677782e-05	8.002927981838891e-06	4.941459763821149e-05	2.4707298819105743e-05	POSITIVE_SELECTION
terminal_Beatragus_hunteri	terminal	Beatragus hunteri	DISRUPTED_LIKELY	Beatragus hunteri	Beatragus_hunteri	refined_mask50	2	COMPARISONS				0.109841	0.164432	0.6680025785735136	14	4	876	ok		0.34129	0.668	0.32671257857351366	20.547785999999178	5.816102047666733e-06	7.770526000000245	0.00531055827643347	30.845094000000245	2.794677413362219e-08	1.3973387066811095e-08	8.69455195268246e-08	4.34727597634123e-08	POSITIVE_SELECTION
terminal_Beatragus_hunteri	terminal	Beatragus hunteri	DISRUPTED_LIKELY	Beatragus hunteri	Beatragus_hunteri	altcost_mask50	2	COMPARISONS				0.110626	0.161528	0.6848719726610866	11	4	877	ok		0.35639	0.68487	0.3284819726610866	19.547982000000047	9.810431283584765e-06	6.881924000001163	0.008707178385546372	25.900524000000587	3.594715525849891e-07	1.7973577629249456e-07	4.792954034466522e-07	2.396477017233261e-07	POSITIVE_SELECTION
terminal_Bison_bonasus	terminal	Bison bonasus	DISRUPTED_LIKELY	Bison bonasus	Bison_bonasus	baseline_trim1_occ60	2	COMPARISONS				0.099358	0.136469	0.7280627834892905	4	3	518	ok		0.34229	0.72806	0.38577278348929056	14.012090000000171	0.0001816389628868174	2.5593819999994594	0.10964143577799769	31.70084599999973	1.7984383947295275e-08	8.992191973647637e-09	6.755102865142232e-08	3.377551432571116e-08	POSITIVE_SELECTION
terminal_Bison_bonasus	terminal	Bison bonasus	DISRUPTED_LIKELY	Bison bonasus	Bison_bonasus	baseline_mask50	1	COMPARISONS				0.100125	0.146732	0.6823664912902435	10	3	826	ok		0.34807	0.68237	0.3342964912902435	18.81874600000083	1.4374731626817152e-05	6.266188000001421	0.01230636249810419	30.50297000000137	3.33355775619852e-08	1.66677887809926e-08	9.825222860374586e-08	4.912611430187293e-08	POSITIVE_SELECTION
terminal_Bison_bonasus	terminal	Bison bonasus	DISRUPTED_LIKELY	Bison bonasus	Bison_bonasus	baseline_trim2_occ70	2	COMPARISONS				0.087125	0.144565	0.6026700792031265	4	3	369	ok		0.30887	0.60267	0.29380007920312656	7.382920000000013	0.006584617651929988	4.343965999998545	0.03714031319356343	32.783362000000125	1.0302287010291226e-08	5.151143505145613e-09	1.0578927658069861e-07	5.2894638290349304e-08	POSITIVE_SELECTION
terminal_Bison_bonasus	terminal	Bison bonasus	DISRUPTED_LIKELY	Bison bonasus	Bison_bonasus	baseline_mask50	2	COMPARISONS				0.10263	0.153056	0.6705388877273678	10	3	826	ok		0.34	0.67054	0.3305388877273678	18.99901200000022	1.30786156299741e-05	6.7813420000020415	0.009211560778979189	30.425124000001233	3.470046902682418e-08	1.735023451341209e-08	9.71613132751077e-08	4.858065663755385e-08	POSITIVE_SELECTION
terminal_Bison_bonasus	terminal	Bison bonasus	DISRUPTED_LIKELY	Bison bonasus	Bison_bonasus	baseline_strict_complete	2	COMPARISONS				0.084532	0.127507	0.6629596806449841	1	0	316	ok		0.43476	0.66295	0.22819968064498414	2.478235999999015	0.11543165048714837	2.444041999999172	0.11797188940995493	0.1598840000006021	0.689263337581665	0.3446316687908325	0.91901778344222	0.45950889172111	AMBIGUOUS
terminal_Bison_bonasus	terminal	Bison bonasus	DISRUPTED_LIKELY	Bison bonasus	Bison_bonasus	refined_trim1_occ60	2	COMPARISONS				0.099358	0.136469	0.7280627834892905	4	3	518	ok		0.34229	0.72806	0.38577278348929056	14.012090000000171	0.0001816389628868174	2.5593819999994594	0.10964143577799769	31.70084599999973	1.7984383947295275e-08	8.992191973647637e-09	6.755102865142232e-08	3.377551432571116e-08	POSITIVE_SELECTION
terminal_Bison_bonasus	terminal	Bison bonasus	DISRUPTED_LIKELY	Bison bonasus	Bison_bonasus	refined_mask50	2	COMPARISONS				0.10263	0.153056	0.6705388877273678	10	3	826	ok		0.34	0.67054	0.3305388877273678	18.99901200000022	1.30786156299741e-05	6.7813420000020415	0.009211560778979189	30.425124000001233	3.470046902682418e-08	1.735023451341209e-08	9.71613132751077e-08	4.858065663755385e-08	POSITIVE_SELECTION
terminal_Bison_bonasus	terminal	Bison bonasus	DISRUPTED_LIKELY	Bison bonasus	Bison_bonasus	altcost_trim1_occ60	2	COMPARISONS				0.093687	0.121241	0.7727336462087908	3	1	515	ok		0.37604	0.77274	0.39669364620879083	11.963780000000042	0.0005424471409672156	1.5562219999992521	0.21221925060515814	18.935959999998886	1.351804271810925e-05	6.759021359054625e-06	4.4530023071418706e-05	2.2265011535709353e-05	POSITIVE_SELECTION
terminal_Bison_bonasus	terminal	Bison bonasus	DISRUPTED_LIKELY	Bison bonasus	Bison_bonasus	altcost_mask50	2	COMPARISONS				0.109738	0.152541	0.7194000301558269	10	4	827	ok		0.3536	0.7194	0.36580003015582685	20.897616000002017	4.844972066170908e-06	4.5964420000018436	0.03203838096548831	43.96636199999921	3.3406800889566334e-11	1.6703400444783167e-11	8.90848023721769e-11	4.454240118608845e-11	POSITIVE_SELECTION
terminal_Bos_frontalis	terminal	Bos frontalis	DISRUPTED_LIKELY	Bos frontalis	Bos_frontalis	baseline_trim1_occ60	2	COMPARISONS				0.095744	0.132596	0.7220730640441643	4	3	550	ok		0.34231	0.72207	0.37976306404416427	14.06703799999923	0.0001764084006903415	2.769847999999911	0.09605528220121548	28.06902000000082	1.1706490006327012e-07	5.853245003163506e-08	2.345483714791823e-07	1.1727418573959115e-07	POSITIVE_SELECTION
terminal_Bos_frontalis	terminal	Bos frontalis	DISRUPTED_LIKELY	Bos frontalis	Bos_frontalis	baseline_mask50	1	COMPARISONS				0.097356	0.14004	0.6952013710368466	11	3	876	ok		0.34819	0.6952	0.34701137103684665	20.334255999998277	6.502592131509871e-06	5.809763999997813	0.01593743286794696	31.014964000001783	2.5604673715915246e-08	1.2802336857957623e-08	8.639966303819094e-08	4.319983151909547e-08	POSITIVE_SELECTION
terminal_Bos_frontalis	terminal	Bos frontalis	DISRUPTED_LIKELY	Bos frontalis	Bos_frontalis	baseline_trim2_occ70	2	COMPARISONS				0.082191	0.141717	0.5799657063019962	4	3	393	ok		0.30843	0.57996	0.2715357063019962	6.763698000000659	0.009303077373489982	5.174736000000848	0.022917653754054603	31.751408000000083	1.7522218827392003e-08	8.761109413696002e-09	1.0578927658069861e-07	5.2894638290349304e-08	POSITIVE_SELECTION
terminal_Bos_frontalis	terminal	Bos frontalis	DISRUPTED_LIKELY	Bos frontalis	Bos_frontalis	baseline_mask50	2	COMPARISONS				0.099743	0.14628	0.6818635493573968	11	3	876	ok		0.34014	0.68186	0.3417235493573968	20.38887800000157	6.319601485603662e-06	6.37266400000226	0.011589149043619752	30.93891000000076	2.662793001161761e-08	1.3313965005808804e-08	8.69455195268246e-08	4.34727597634123e-08	POSITIVE_SELECTION
terminal_Bos_frontalis	terminal	Bos frontalis	DISRUPTED_LIKELY	Bos frontalis	Bos_frontalis	baseline_strict_complete	2	COMPARISONS				0.079366	0.12027	0.6598985615698013	1	0	316	ok		0.43621	0.65989	0.22368856156980133	2.2879479999992327	0.13038219820902164	2.387351999999737	0.12232066907827074	0.6415820000001986	0.42313851201899977	0.21156925600949988	0.8170950576918616	0.4085475288459308	AMBIGUOUS
terminal_Bos_frontalis	terminal	Bos frontalis	DISRUPTED_LIKELY	Bos frontalis	Bos_frontalis	refined_trim1_occ60	2	COMPARISONS				0.095744	0.132596	0.7220730640441643	4	3	550	ok		0.34231	0.72207	0.37976306404416427	14.06703799999923	0.0001764084006903415	2.769847999999911	0.09605528220121548	28.06902000000082	1.1706490006327012e-07	5.853245003163506e-08	2.345483714791823e-07	1.1727418573959115e-07	POSITIVE_SELECTION
